from_stop_id,to_stop_id,transfer_type,min_transfer_time
1663,1559,2,300
1663,1560,2,300
1663,1561,2,300
1663,2249,2,300
1663,2263,2,300
1664,1558,2,300
1664,1559,2,300
1664,1560,2,300
1664,2249,2,316
1664,2263,2,323
1665,1557,2,300
1665,1558,2,300
1665,1666,2,300
1666,1556,2,300
1666,1557,2,300
1666,1665,2,300
1666,1667,2,300
1667,1554,2,300
1667,1555,2,300
1667,1556,2,300
1667,1666,2,300
1667,1668,2,300
1668,1554,2,300
1668,1555,2,300
1668,1556,2,300
1668,1667,2,300
1668,1669,2,300
1669,1553,2,300
1669,1554,2,300
1669,1668,2,300
1669,2175,2,300
1671,1550,2,300
1671,2175,2,300
1671,5655,2,335
1673,1549,2,300
1674,1548,2,300
1676,1545,2,300
1676,1546,2,300
1682,1541,2,300
1685,1540,2,342
1685,1686,2,300
1685,2640,2,306
1685,2917,2,300
1685,3172,2,300
1685,3231,2,300
1686,1685,2,300
1686,3173,2,300
1686,3230,2,300
1686,3231,2,300
1701,1787,2,300
1701,3290,2,542
1701,3532,2,368
1701,4529,2,300
1701,5283,2,386
1701,5394,2,300
1701,6336,2,300
1701,6337,2,300
1703,1704,2,302
1703,1784,2,300
1703,1785,2,300
1703,3843,2,313
1703,5283,2,355
1703,6281,2,300
1703,6282,2,300
1703,6336,2,309
1703,6337,2,327
1704,1703,2,302
1704,1784,2,300
1704,1785,2,325
1704,6281,2,300
1704,6282,2,300
1706,2006,2,364
1706,2077,2,374
1706,2493,2,300
1706,2757,2,351
1718,1565,2,336
1718,1566,2,300
1718,1567,2,300
1718,1655,2,300
1718,1656,2,300
1718,1657,2,300
1718,1780,2,300
1718,2148,2,315
1718,2155,2,300
1718,2613,2,891
1718,2643,2,884
1718,2763,2,300
1718,2767,2,300
1718,4779,2,326
1718,5867,2,928
1720,1721,2,300
1720,1779,2,300
1720,1780,2,300
1720,2148,2,300
1720,2155,2,318
1720,4779,2,300
1721,1564,2,660
1721,1720,2,300
1721,1722,2,300
1721,1778,2,300
1722,1659,2,383
1722,1721,2,300
1722,1723,2,300
1722,1775,2,300
1722,1776,2,300
1722,1778,2,300
1722,4065,2,357
1723,1722,2,300
1723,1724,2,300
1723,1774,2,300
1723,1775,2,300
1723,1776,2,300
1724,1723,2,300
1724,1725,2,300
1724,1726,2,300
1724,1773,2,300
1724,1774,2,300
1724,1775,2,300
1725,1724,2,300
1725,1726,2,300
1725,1773,2,300
1725,1774,2,300
1726,1724,2,300
1726,1725,2,300
1726,1772,2,300
1726,1773,2,300
1726,1774,2,300
1726,4209,2,300
1730,1731,2,300
1730,1770,2,300
1731,1730,2,300
1731,1732,2,300
1731,1769,2,300
1731,1770,2,300
1732,1731,2,300
1732,1733,2,300
1732,1768,2,300
1732,1769,2,300
1733,1732,2,300
1733,1768,2,300
1733,1769,2,300
1734,1735,2,300
1734,1766,2,300
1734,1767,2,300
1735,1734,2,300
1735,1736,2,300
1735,1766,2,300
1735,1767,2,300
1736,1735,2,300
1736,1763,2,300
1736,1764,2,300
1737,1763,2,300
1737,1764,2,300
1741,1759,2,300
1741,1760,2,300
1741,1761,2,300
1741,2220,2,307
1741,2221,2,300
1742,1743,2,300
1742,1759,2,300
1743,1742,2,300
1743,1757,2,300
1744,1745,2,300
1744,1756,2,300
1744,1757,2,300
1744,2218,2,300
1744,4229,2,300
1744,4230,2,300
1744,4235,2,312
1744,6373,2,598
1744,6374,2,555
1744,733,2,300
1744,734,2,300
1744,735,2,302
1744,764,2,312
1745,1744,2,300
1745,1746,2,300
1745,1756,2,300
1745,2216,2,324
1745,2218,2,377
1745,4229,2,363
1745,4230,2,300
1745,4231,2,331
1745,4235,2,392
1745,6373,2,471
1745,6374,2,428
1745,6375,2,407
1745,6377,2,376
1745,6379,2,471
1745,733,2,367
1745,734,2,300
1745,735,2,386
1746,1745,2,300
1746,1747,2,300
1746,1754,2,300
1746,2216,2,300
1746,4231,2,300
1746,6373,2,383
1746,6374,2,340
1746,6375,2,319
1746,6377,2,300
1746,6379,2,383
1747,1746,2,300
1747,1748,2,300
1747,1754,2,300
1747,4218,2,300
1747,6373,2,578
1748,1747,2,300
1748,1754,2,300
1748,2335,2,470
1748,4218,2,301
1748,4219,2,300
1748,4220,2,408
1748,4231,2,537
1748,6373,2,699
1750,4471,2,423
1754,1746,2,300
1754,1747,2,300
1754,1748,2,300
1754,4218,2,300
1754,6373,2,602
1756,1744,2,300
1756,1745,2,300
1756,1757,2,300
1756,2218,2,300
1756,4229,2,300
1756,4230,2,300
1756,4235,2,308
1756,6373,2,569
1756,6374,2,526
1756,6375,2,505
1756,6379,2,569
1756,733,2,300
1756,734,2,300
1756,735,2,300
1756,764,2,340
1757,1743,2,300
1757,1744,2,300
1757,1756,2,300
1757,2218,2,300
1757,4229,2,422
1757,4230,2,300
1757,734,2,300
1759,1741,2,300
1759,1742,2,300
1760,1741,2,300
1760,1761,2,300
1760,2176,2,310
1760,2220,2,311
1760,2221,2,300
1761,1741,2,300
1761,1760,2,300
1761,1762,2,300
1761,2176,2,300
1761,2220,2,457
1761,2221,2,300
1761,4236,2,300
1761,6002,2,300
1762,1761,2,300
1762,2176,2,300
1762,2221,2,305
1762,4236,2,300
1762,5608,2,300
1762,6002,2,300
1763,1736,2,300
1763,1737,2,300
1763,1764,2,300
1764,1736,2,300
1764,1737,2,300
1764,1763,2,300
1766,1734,2,300
1766,1735,2,300
1766,1767,2,300
1767,1734,2,300
1767,1735,2,300
1767,1766,2,300
1767,1768,2,300
1768,1732,2,300
1768,1733,2,300
1768,1767,2,300
1768,1769,2,300
1769,1731,2,300
1769,1732,2,300
1769,1733,2,300
1769,1768,2,300
1770,1730,2,300
1770,1731,2,300
1772,1726,2,300
1772,1773,2,300
1772,2251,2,300
1772,2262,2,336
1772,4209,2,300
1773,1724,2,300
1773,1725,2,300
1773,1726,2,300
1773,1772,2,300
1773,1774,2,300
1773,4209,2,300
1774,1723,2,300
1774,1724,2,300
1774,1725,2,300
1774,1726,2,300
1774,1773,2,300
1774,1775,2,300
1775,1722,2,300
1775,1723,2,300
1775,1724,2,300
1775,1774,2,300
1775,1776,2,300
1776,1659,2,390
1776,1722,2,300
1776,1723,2,300
1776,1775,2,300
1776,1778,2,300
1776,4065,2,353
1778,1564,2,648
1778,1721,2,300
1778,1722,2,300
1778,1776,2,300
1779,1565,2,699
1779,1657,2,643
1779,1720,2,300
1779,1780,2,300
1779,2148,2,300
1779,2155,2,300
1779,4779,2,300
1780,1566,2,341
1780,1655,2,400
1780,1656,2,333
1780,1718,2,300
1780,1720,2,300
1780,1779,2,300
1780,2148,2,300
1780,2155,2,300
1780,4779,2,300
1781,2643,2,342
1781,5867,2,498
1781,5868,2,301
1781,5944,2,300
1781,5965,2,717
1781,6274,2,300
1781,993,2,300
1784,1703,2,300
1784,1704,2,300
1784,1785,2,300
1784,6281,2,300
1784,6282,2,300
1785,1703,2,300
1785,1704,2,325
1785,1784,2,300
1785,3843,2,300
1785,5283,2,328
1785,6281,2,300
1785,6282,2,300
1785,6336,2,300
1785,6337,2,319
1787,1701,2,300
1787,3532,2,357
1787,4529,2,300
1787,5283,2,379
1787,5394,2,300
1787,6336,2,300
1787,6337,2,300
1794,1795,2,300
1794,5415,2,317
1794,5684,2,300
1794,6340,2,300
1795,1794,2,300
1795,5415,2,300
1795,5493,2,300
1796,5372,2,386
1796,5493,2,300
1797,2465,2,710
1797,5625,2,396
1799,1849,2,300
1799,1850,2,300
1799,2033,2,902
1799,2810,2,583
1799,2812,2,300
1802,1847,2,300
1802,2810,2,300
1802,6330,2,337
1847,1802,2,300
1847,2810,2,300
1847,5535,2,424
1849,1799,2,300
1849,1850,2,300
1849,2033,2,767
1849,2055,2,874
1849,2810,2,449
1849,2812,2,300
1850,1799,2,300
1850,1849,2,300
1850,2812,2,300
1850,4175,2,333
1864,1938,2,333
1864,1939,2,300
1864,1996,2,300
1864,1997,2,300
1864,2087,2,300
1864,2088,2,300
1864,4133,2,300
1864,5408,2,311
1866,1938,2,300
1866,1939,2,300
1866,4133,2,300
1871,1935,2,300
1871,1936,2,419
1871,4497,2,396
1874,1930,2,300
1874,1931,2,300
1874,1932,2,300
1876,1877,2,300
1876,1929,2,300
1876,1930,2,300
1876,1931,2,300
1877,1876,2,300
1877,1929,2,300
1878,1927,2,300
1878,1928,2,300
1879,2476,2,300
1879,4650,2,300
1882,5421,2,300
1884,1922,2,300
1884,1923,2,309
1884,3513,2,333
1884,4651,2,300
1885,1886,2,300
1885,1920,2,300
1885,1921,2,300
1886,1885,2,300
1886,1919,2,377
1886,1920,2,403
1886,1921,2,300
1886,4983,2,694
1887,1888,2,300
1887,1918,2,300
1887,1919,2,300
1887,4652,2,300
1887,4983,2,391
1888,1887,2,300
1888,1918,2,300
1888,1919,2,325
1888,4652,2,300
1888,4983,2,300
1890,4576,2,300
1891,4576,2,300
1892,1914,2,300
1893,1894,2,300
1893,1913,2,300
1894,1893,2,300
1894,1912,2,300
1895,1896,2,300
1895,1911,2,300
1896,1895,2,300
1896,1897,2,300
1896,1910,2,300
1897,1896,2,300
1897,1898,2,300
1897,1910,2,300
1898,1897,2,300
1898,1909,2,300
1899,1907,2,300
1899,4648,2,300
1899,4649,2,300
1900,1906,2,300
1900,4648,2,300
1900,4649,2,300
1902,1904,2,300
1902,2908,2,323
1902,5855,2,315
1902,6388,2,371
1904,1902,2,300
1904,2908,2,300
1904,5855,2,513
1906,1900,2,300
1906,4648,2,300
1906,4649,2,300
1907,1899,2,300
1907,4649,2,300
1909,1898,2,300
1909,1910,2,300
1910,1896,2,300
1910,1897,2,300
1910,1909,2,300
1911,1895,2,300
1912,1894,2,300
1913,1893,2,300
1914,1892,2,300
1918,1887,2,300
1918,1888,2,300
1918,1919,2,310
1918,4652,2,300
1918,4983,2,300
1919,1886,2,377
1919,1887,2,300
1919,1888,2,325
1919,1918,2,310
1919,1920,2,300
1919,4652,2,300
1920,1885,2,300
1920,1886,2,403
1920,1919,2,300
1920,1921,2,300
1920,4652,2,358
1920,4983,2,699
1921,1885,2,300
1921,1886,2,300
1921,1920,2,300
1921,1922,2,327
1922,1884,2,300
1922,1921,2,327
1922,1923,2,307
1922,3513,2,300
1922,4651,2,300
1923,1884,2,309
1923,1922,2,307
1923,4651,2,300
1925,2476,2,300
1925,6408,2,455
1927,1878,2,300
1927,1928,2,300
1928,1878,2,300
1928,1927,2,300
1929,1876,2,300
1929,1877,2,300
1930,1874,2,300
1930,1876,2,300
1930,1931,2,300
1931,1874,2,300
1931,1876,2,300
1931,1930,2,300
1931,1932,2,300
1932,1874,2,300
1932,1931,2,300
1932,1933,2,300
1932,4498,2,300
1933,1932,2,300
1933,4498,2,300
1935,1871,2,300
1935,1936,2,300
1935,4497,2,300
1936,1871,2,419
1936,1935,2,300
1936,4497,2,300
1938,1864,2,333
1938,1866,2,300
1938,1939,2,300
1938,2088,2,327
1938,4133,2,300
1939,1864,2,300
1939,1866,2,300
1939,1938,2,300
1939,1996,2,300
1939,1997,2,334
1939,2087,2,326
1939,2088,2,300
1939,4133,2,300
1939,5408,2,395
1957,2045,2,324
1957,6404,2,300
1959,2041,2,300
1959,2045,2,300
1959,2046,2,300
1959,5427,2,300
1966,1967,2,300
1966,1969,2,311
1966,1971,2,740
1966,2106,2,909
1966,2108,2,503
1966,2110,2,341
1966,2111,2,300
1966,2112,2,300
1966,2605,2,300
1966,2606,2,300
1966,2611,2,300
1966,2612,2,300
1966,2613,2,300
1966,2643,2,322
1966,4007,2,364
1966,5158,2,300
1966,5499,2,395
1966,5867,2,300
1966,5868,2,363
1966,5938,2,312
1966,5944,2,400
1966,5950,2,300
1966,5965,2,327
1966,6314,2,302
1967,1966,2,300
1967,1969,2,300
1967,2108,2,419
1967,2110,2,300
1967,2111,2,300
1967,2112,2,300
1967,2605,2,300
1967,2606,2,362
1967,2611,2,300
1967,2612,2,300
1967,2613,2,300
1967,2643,2,404
1967,5499,2,310
1967,5867,2,300
1967,5937,2,571
1967,5938,2,393
1967,5944,2,482
1967,5950,2,327
1967,5965,2,406
1967,6275,2,366
1967,6314,2,385
1969,1966,2,311
1969,1967,2,300
1969,1970,2,300
1969,2107,2,364
1969,2108,2,300
1969,2110,2,300
1969,2111,2,301
1969,2112,2,385
1969,2612,2,368
1969,2613,2,448
1969,5499,2,300
1969,5867,2,411
1969,6275,2,369
1970,1967,2,446
1970,1969,2,300
1970,1971,2,300
1970,2107,2,300
1970,2108,2,300
1970,2110,2,437
1970,2112,2,602
1970,2321,2,303
1970,4084,2,300
1970,5424,2,300
1970,5499,2,300
1970,6314,2,771
1971,1967,2,655
1971,1970,2,300
1971,1972,2,300
1971,2106,2,300
1971,2107,2,413
1971,2110,2,645
1971,2321,2,300
1971,4084,2,300
1971,5424,2,300
1971,5499,2,406
1972,1971,2,300
1972,1973,2,300
1972,2104,2,364
1972,2106,2,345
1973,1972,2,300
1973,1974,2,300
1973,2104,2,300
1973,2108,2,896
1973,4086,2,357
1973,5499,2,820
1974,1973,2,300
1974,2104,2,342
1974,3519,2,300
1974,4086,2,300
1974,6243,2,300
1977,2102,2,300
1977,5824,2,300
1981,4161,2,300
1981,4986,2,313
1981,5626,2,300
1983,1984,2,300
1983,4161,2,300
1983,4986,2,449
1984,1983,2,300
1985,1440,2,300
1985,1517,2,300
1996,1864,2,300
1996,1939,2,300
1996,1997,2,300
1996,2087,2,300
1996,2088,2,300
1996,4133,2,300
1996,5408,2,300
1997,1864,2,300
1997,1939,2,334
1997,1996,2,300
1997,1998,2,300
1997,2087,2,300
1997,2088,2,353
1997,4133,2,367
1998,1997,2,300
1998,1999,2,300
1998,2086,2,300
1998,4128,2,417
1998,4646,2,415
1998,5977,2,322
1998,5978,2,331
1998,809,2,300
1999,1998,2,300
1999,2086,2,300
1999,2913,2,362
1999,4128,2,303
1999,4646,2,300
1999,4830,2,415
1999,5349,2,300
1999,5351,2,300
1999,5977,2,300
1999,5978,2,300
1999,807,2,360
1999,809,2,300
2003,489,2,629
2003,5350,2,823
2003,5352,2,826
2003,5353,2,311
2003,5357,2,300
2003,5405,2,813
2003,5634,2,300
2003,603,2,300
2003,605,2,728
2004,1176,2,330
2004,1177,2,300
2004,1178,2,300
2004,1256,2,300
2004,1257,2,346
2004,2005,2,301
2004,2079,2,300
2004,3955,2,300
2004,5038,2,300
2004,5438,2,300
2004,5543,2,363
2005,1177,2,327
2005,1178,2,503
2005,1256,2,300
2005,1644,2,821
2005,2004,2,301
2005,2006,2,308
2005,2757,2,359
2005,4144,2,496
2005,5438,2,324
2006,1706,2,364
2006,2005,2,308
2006,2077,2,300
2006,2493,2,385
2006,2757,2,300
2006,4144,2,300
2012,2013,2,338
2012,4737,2,300
2012,4738,2,300
2012,5316,2,312
2013,2012,2,338
2013,2014,2,300
2013,2071,2,300
2013,2864,2,300
2013,4737,2,300
2013,4738,2,300
2013,6285,2,300
2014,2013,2,300
2014,2071,2,300
2014,2864,2,300
2014,4189,2,648
2014,4738,2,300
2014,6285,2,300
2014,6286,2,351
2015,1578,2,308
2015,1640,2,340
2015,1642,2,343
2015,2863,2,300
2015,4189,2,300
2019,1644,2,300
2019,2020,2,300
2019,2067,2,300
2019,4186,2,300
2020,2019,2,300
2020,2066,2,376
2020,2067,2,300
2020,4186,2,335
2020,5492,2,428
2020,872,2,333
2020,911,2,300
2020,912,2,333
2021,2022,2,300
2021,2065,2,300
2021,2066,2,300
2021,5492,2,422
2021,870,2,332
2021,872,2,300
2021,873,2,418
2021,911,2,353
2021,912,2,300
2022,1103,2,380
2022,1118,2,333
2022,2021,2,300
2022,2023,2,300
2022,2064,2,300
2022,2065,2,300
2022,872,2,305
2022,911,2,461
2023,1103,2,300
2023,1105,2,300
2023,1118,2,300
2023,2022,2,300
2023,2024,2,300
2023,2025,2,300
2023,2063,2,300
2023,2064,2,300
2023,2856,2,300
2024,1102,2,344
2024,1103,2,300
2024,1105,2,300
2024,1118,2,300
2024,2023,2,300
2024,2025,2,300
2024,2062,2,300
2024,2063,2,300
2024,2064,2,300
2024,2856,2,300
2025,1103,2,300
2025,1105,2,305
2025,1118,2,300
2025,2023,2,300
2025,2024,2,300
2025,2026,2,300
2025,2061,2,300
2025,2062,2,300
2025,2063,2,300
2025,2856,2,300
2025,4171,2,375
2025,4172,2,326
2025,663,2,341
2026,2025,2,300
2026,2027,2,300
2026,2059,2,300
2026,2060,2,300
2026,2061,2,300
2026,2062,2,300
2026,4170,2,300
2026,4171,2,300
2026,4172,2,300
2026,5627,2,300
2026,663,2,300
2027,2026,2,300
2027,2028,2,300
2027,2059,2,300
2027,2060,2,300
2027,2061,2,300
2027,4170,2,326
2027,4171,2,300
2027,4172,2,300
2027,5627,2,347
2027,663,2,300
2028,2027,2,300
2028,2029,2,300
2028,2057,2,300
2028,2058,2,300
2028,2059,2,300
2028,5627,2,457
2029,2028,2,300
2029,2030,2,300
2029,2056,2,300
2029,2057,2,300
2029,2058,2,300
2029,5119,2,300
2029,5120,2,496
2029,934,2,300
2030,2025,2,916
2030,2029,2,300
2030,2056,2,300
2030,2057,2,300
2030,5119,2,300
2030,5120,2,338
2030,5610,2,368
2030,934,2,300
2032,1849,2,859
2032,2030,2,356
2032,2033,2,300
2032,2055,2,300
2032,2056,2,318
2032,2812,2,893
2032,6271,2,300
2032,6272,2,323
2032,6330,2,300
2032,6331,2,300
2032,934,2,335
2033,1849,2,767
2033,2032,2,300
2033,2055,2,300
2033,2812,2,798
2033,6269,2,478
2033,6271,2,300
2033,6272,2,300
2033,6330,2,300
2033,6331,2,300
2039,2040,2,300
2039,2047,2,300
2039,2048,2,300
2040,2039,2,300
2040,2041,2,300
2040,2046,2,300
2040,2047,2,300
2040,2048,2,300
2041,1959,2,300
2041,2040,2,300
2041,2046,2,300
2041,2047,2,300
2041,5427,2,300
2045,1957,2,324
2045,1959,2,300
2045,5427,2,300
2045,6404,2,300
2046,1959,2,300
2046,2040,2,300
2046,2041,2,300
2046,2047,2,300
2046,5427,2,300
2047,2039,2,300
2047,2040,2,300
2047,2041,2,300
2047,2046,2,300
2047,2048,2,300
2048,2039,2,300
2048,2040,2,300
2048,2047,2,300
2055,1849,2,874
2055,2032,2,300
2055,2033,2,300
2055,2812,2,907
2055,6271,2,300
2055,6272,2,317
2055,6330,2,300
2055,6331,2,300
2055,934,2,340
2056,2029,2,300
2056,2030,2,300
2056,2032,2,318
2056,2057,2,300
2056,5119,2,300
2056,934,2,300
2057,2028,2,300
2057,2029,2,300
2057,2030,2,300
2057,2056,2,300
2057,2058,2,300
2057,5119,2,300
2057,5120,2,455
2057,5610,2,484
2057,934,2,300
2058,2028,2,300
2058,2029,2,300
2058,2057,2,300
2058,2059,2,300
2058,5119,2,318
2059,2026,2,300
2059,2027,2,300
2059,2028,2,300
2059,2058,2,300
2059,2060,2,300
2059,4170,2,414
2059,4171,2,325
2059,4172,2,300
2059,5627,2,436
2059,663,2,300
2060,2026,2,300
2060,2027,2,300
2060,2059,2,300
2060,2061,2,300
2060,2062,2,300
2060,4170,2,304
2060,4171,2,300
2060,4172,2,300
2060,5627,2,326
2060,663,2,300
2061,2025,2,300
2061,2026,2,300
2061,2027,2,300
2061,2060,2,300
2061,2062,2,300
2061,4170,2,300
2061,4171,2,300
2061,4172,2,300
2061,5627,2,300
2061,663,2,300
2062,1103,2,300
2062,1105,2,389
2062,1118,2,300
2062,2024,2,300
2062,2025,2,300
2062,2026,2,300
2062,2060,2,300
2062,2061,2,300
2062,2063,2,300
2062,2856,2,343
2062,4170,2,380
2062,4171,2,308
2062,4172,2,300
2062,5627,2,417
2062,5747,2,577
2062,663,2,300
2063,1102,2,326
2063,1103,2,300
2063,1105,2,300
2063,1118,2,300
2063,2023,2,300
2063,2024,2,300
2063,2025,2,300
2063,2062,2,300
2063,2064,2,300
2063,2856,2,300
2064,1103,2,300
2064,1105,2,360
2064,1118,2,300
2064,2022,2,300
2064,2023,2,300
2064,2024,2,300
2064,2063,2,300
2064,2065,2,300
2064,2856,2,334
2065,2021,2,300
2065,2022,2,300
2065,2064,2,300
2065,2066,2,300
2065,872,2,300
2065,911,2,385
2065,912,2,383
2066,2020,2,376
2066,2021,2,300
2066,2065,2,300
2066,5492,2,300
2066,870,2,460
2066,872,2,300
2066,873,2,300
2066,911,2,300
2066,912,2,355
2067,1644,2,366
2067,2019,2,300
2067,2020,2,300
2067,4186,2,300
2067,872,2,390
2067,911,2,300
2067,912,2,390
2071,2013,2,300
2071,2014,2,300
2071,2864,2,300
2071,4738,2,300
2071,6285,2,300
2077,1578,2,861
2077,1644,2,476
2077,1706,2,374
2077,2006,2,300
2077,2493,2,390
2077,2757,2,303
2077,4144,2,300
2077,4186,2,602
2079,1176,2,436
2079,1177,2,300
2079,1256,2,300
2079,2004,2,300
2079,3512,2,300
2079,3955,2,300
2079,5024,2,300
2079,5038,2,300
2079,5438,2,300
2079,5528,2,300
2079,5543,2,300
2086,1998,2,300
2086,1999,2,300
2086,4128,2,340
2086,4646,2,372
2086,5977,2,300
2086,5978,2,300
2086,691,2,400
2086,809,2,300
2087,1864,2,300
2087,1939,2,326
2087,1996,2,300
2087,1997,2,300
2087,2088,2,300
2087,4133,2,363
2088,1864,2,300
2088,1938,2,327
2088,1939,2,300
2088,1996,2,300
2088,1997,2,353
2088,2087,2,300
2088,2089,2,300
2088,4133,2,343
2088,5408,2,300
2089,2088,2,300
2089,5408,2,300
2102,1977,2,300
2102,5824,2,300
2104,1972,2,364
2104,1973,2,300
2104,1974,2,342
2104,2106,2,417
2104,4086,2,300
2106,1966,2,909
2106,1971,2,300
2106,1972,2,345
2106,2108,2,473
2106,2112,2,801
2106,2321,2,300
2106,4082,2,372
2106,4083,2,381
2106,4084,2,346
2106,5424,2,383
2107,1966,2,613
2107,1967,2,529
2107,1969,2,364
2107,1970,2,300
2107,1971,2,413
2107,2108,2,300
2107,2110,2,333
2107,2112,2,499
2107,2321,2,300
2107,2605,2,677
2107,2612,2,515
2107,4082,2,398
2107,4083,2,373
2107,4084,2,381
2107,5158,2,798
2107,5424,2,383
2107,5499,2,300
2108,1967,2,419
2108,1969,2,300
2108,1970,2,300
2108,1972,2,716
2108,1973,2,896
2108,2107,2,300
2108,2110,2,300
2108,2321,2,362
2108,5158,2,688
2108,5499,2,300
2108,5937,2,929
2108,6275,2,361
2110,1966,2,341
2110,1967,2,300
2110,1969,2,300
2110,1970,2,437
2110,1971,2,645
2110,2107,2,333
2110,2108,2,300
2110,2111,2,300
2110,2112,2,300
2110,2321,2,523
2110,2605,2,404
2110,2611,2,482
2110,2612,2,300
2110,2613,2,300
2110,2643,2,409
2110,5158,2,525
2110,5499,2,304
2110,5867,2,300
2110,5868,2,450
2110,5937,2,767
2110,5938,2,590
2110,5944,2,486
2110,6275,2,300
2110,6314,2,581
2111,1966,2,300
2111,1967,2,300
2111,1969,2,301
2111,1970,2,518
2111,1972,2,952
2111,2106,2,716
2111,2108,2,303
2111,2110,2,300
2111,2112,2,300
2111,2321,2,604
2111,2605,2,323
2111,2612,2,300
2111,2613,2,300
2111,2643,2,329
2111,4007,2,559
2111,5499,2,384
2111,5867,2,300
2111,5868,2,370
2111,590,2,815
2111,5944,2,406
2111,6275,2,300
2112,1966,2,300
2112,1967,2,300
2112,1969,2,385
2112,1970,2,602
2112,1971,2,810
2112,2106,2,801
2112,2108,2,388
2112,2110,2,300
2112,2111,2,300
2112,2605,2,300
2112,2606,2,397
2112,2611,2,324
2112,2612,2,300
2112,2613,2,300
2112,2643,2,300
2112,5158,2,361
2112,5499,2,467
2112,5867,2,300
2112,5868,2,300
2112,5938,2,428
2112,5944,2,322
2112,5949,2,858
2112,6275,2,334
2112,6314,2,418
2144,2145,2,300
2144,2202,2,300
2145,2144,2,300
2145,2160,2,300
2145,4630,2,300
2148,1718,2,315
2148,1720,2,300
2148,1779,2,300
2148,1780,2,300
2148,2155,2,300
2148,4779,2,300
2155,1718,2,300
2155,1720,2,318
2155,1779,2,300
2155,1780,2,300
2155,2148,2,300
2155,4779,2,300
2160,2145,2,300
2160,4630,2,300
2169,1199,2,300
2169,1235,2,300
2169,4323,2,365
2169,5456,2,300
2169,5663,2,300
2175,1553,2,300
2175,1554,2,346
2175,1669,2,300
2175,1671,2,300
2176,1760,2,310
2176,1761,2,300
2176,1762,2,300
2176,2221,2,300
2176,4236,2,300
2176,5608,2,300
2176,6002,2,300
2181,2214,2,300
2181,2215,2,300
2183,2184,2,300
2183,2212,2,300
2183,2213,2,300
2183,2214,2,300
2184,2183,2,300
2184,2212,2,300
2184,2213,2,300
2186,4492,2,300
2186,4493,2,300
2202,2144,2,300
2207,4488,2,300
2212,2183,2,300
2212,2184,2,300
2212,2213,2,300
2213,2183,2,300
2213,2184,2,300
2213,2212,2,300
2213,2214,2,300
2214,2181,2,300
2214,2183,2,300
2214,2213,2,300
2215,2181,2,300
2216,1745,2,324
2216,1746,2,300
2216,4212,2,300
2216,4213,2,300
2216,4219,2,791
2216,4231,2,300
2216,4235,2,389
2216,6373,2,300
2216,6374,2,300
2216,6375,2,300
2216,6377,2,300
2216,6379,2,300
2218,1744,2,300
2218,1745,2,377
2218,1746,2,617
2218,1756,2,300
2218,1757,2,300
2218,4212,2,585
2218,4230,2,300
2218,4235,2,300
2218,6373,2,556
2218,733,2,300
2218,734,2,300
2218,764,2,300
2220,1741,2,307
2220,1760,2,311
2220,1761,2,457
2220,2221,2,452
2220,4236,2,585
2220,6002,2,547
2221,1741,2,300
2221,1760,2,300
2221,1761,2,300
2221,1762,2,305
2221,2176,2,300
2221,2220,2,452
2221,4236,2,300
2221,5608,2,301
2221,6002,2,300
2229,2279,2,300
2230,2231,2,300
2230,4310,2,313
2230,5974,2,300
2231,2230,2,300
2231,2232,2,300
2231,2277,2,300
2231,4310,2,300
2231,5974,2,300
2232,2231,2,300
2232,2277,2,300
2233,2275,2,300
2235,1009,2,422
2235,1025,2,422
2235,2274,2,300
2238,1008,2,392
2238,1009,2,609
2238,1027,2,306
2238,1356,2,300
2238,1358,2,300
2238,2271,2,300
2238,3527,2,396
2238,4296,2,300
2240,1193,2,300
2240,1194,2,438
2240,1239,2,401
2240,1240,2,300
2240,1358,2,300
2240,1359,2,300
2240,1475,2,300
2240,2241,2,300
2240,3535,2,300
2240,4290,2,300
2240,4296,2,304
2241,1193,2,300
2241,1194,2,330
2241,1239,2,311
2241,1240,2,300
2241,1474,2,300
2241,1475,2,300
2241,2240,2,300
2241,2242,2,300
2241,4290,2,300
2242,1193,2,326
2242,1240,2,310
2242,1474,2,300
2242,1475,2,300
2242,2241,2,300
2243,1466,2,300
2243,1467,2,300
2243,2244,2,300
2244,1465,2,300
2244,1466,2,300
2244,1494,2,300
2244,2243,2,300
2246,1494,2,300
2246,2266,2,300
2246,4039,2,318
2246,4040,2,300
2246,4046,2,361
2246,524,2,395
2249,1559,2,300
2249,1560,2,300
2249,1561,2,300
2249,1662,2,317
2249,1663,2,300
2249,1664,2,316
2249,2263,2,300
2251,1772,2,300
2251,2262,2,300
2251,4207,2,300
2251,4208,2,300
2255,2260,2,449
2255,5875,2,300
2255,5879,2,300
2255,772,2,300
2255,773,2,300
2260,2261,2,300
2260,2326,2,314
2260,2328,2,300
2260,4206,2,300
2260,773,2,303
2261,2260,2,300
2261,2326,2,390
2261,2328,2,335
2261,4206,2,300
2262,1772,2,336
2262,2251,2,300
2262,4207,2,300
2262,4208,2,300
2263,1559,2,300
2263,1560,2,300
2263,1561,2,337
2263,1662,2,366
2263,1663,2,300
2263,1664,2,323
2263,2249,2,300
2266,1465,2,300
2266,1494,2,300
2266,2246,2,300
2271,1008,2,300
2271,1027,2,300
2271,1356,2,300
2271,2238,2,300
2271,3527,2,300
2271,5788,2,300
2273,1008,2,300
