from_stop_id,to_stop_id,transfer_type,min_transfer_time
1068,2469,2,300
1068,967,2,300
1068,968,2,300
1069,1068,2,300
1069,966,2,300
1069,967,2,300
1070,964,2,300
1070,965,2,300
1070,966,2,300
1072,963,2,300
1072,964,2,300
1074,1075,2,300
1074,962,2,300
1074,963,2,300
1075,1074,2,300
1075,1076,2,300
1075,960,2,300
1075,962,2,300
1076,1075,2,300
1076,1077,2,300
1076,4523,2,300
1076,958,2,300
1076,960,2,300
1077,1076,2,300
1077,1078,2,325
1077,3279,2,459
1077,4523,2,300
1077,5508,2,542
1077,956,2,300
1077,958,2,300
1078,1077,2,325
1078,1080,2,300
1078,3279,2,300
1078,956,2,300
1078,958,2,316
1080,1078,2,300
1080,3281,2,300
1080,954,2,300
1080,956,2,315
1085,5911,2,300
1089,1132,2,300
1089,5461,2,300
1089,6369,2,300
1091,1092,2,300
1091,1130,2,300
1091,1335,2,300
1091,1336,2,401
1091,1383,2,358
1091,1384,2,300
1091,4667,2,300
1092,1091,2,300
1092,1093,2,300
1092,1130,2,300
1092,1334,2,350
1092,1335,2,300
1092,1336,2,308
1092,1383,2,300
1092,1384,2,300
1092,4667,2,300
1093,1092,2,300
1093,1335,2,300
1093,1336,2,440
1093,1383,2,418
1093,1384,2,342
1093,4668,2,300
1094,1127,2,300
1094,1128,2,300
1094,4670,2,300
1096,1126,2,300
1096,1127,2,300
1096,3297,2,300
1096,3298,2,300
1096,5567,2,300
1096,5568,2,300
1098,4200,2,300
1099,1123,2,300
1101,1102,2,300
1101,1121,2,300
1101,5747,2,300
1102,1101,2,300
1102,1103,2,300
1102,2024,2,344
1102,2063,2,326
1102,5747,2,300
1103,1102,2,300
1103,1105,2,300
1103,1118,2,300
1103,2022,2,380
1103,2023,2,300
1103,2024,2,300
1103,2025,2,300
1103,2062,2,300
1103,2063,2,300
1103,2064,2,300
1103,2856,2,300
1105,1103,2,300
1105,1106,2,300
1105,1118,2,300
1105,2023,2,300
1105,2024,2,300
1105,2025,2,305
1105,2062,2,389
1105,2063,2,300
1105,2064,2,360
1105,2856,2,300
1106,1105,2,300
1106,1107,2,300
1106,1114,2,300
1106,4173,2,300
1107,1106,2,300
1107,1114,2,300
1107,4173,2,300
1109,1113,2,300
1109,1114,2,300
1109,5209,2,383
1109,5496,2,300
1109,657,2,300
1109,658,2,399
1113,1109,2,300
1113,5209,2,340
1113,5496,2,300
1113,657,2,300
1113,658,2,395
1114,1106,2,300
1114,1107,2,300
1114,1109,2,300
1114,4173,2,300
1118,1103,2,300
1118,1105,2,300
1118,2022,2,333
1118,2023,2,300
1118,2024,2,300
1118,2025,2,300
1118,2062,2,300
1118,2063,2,300
1118,2064,2,300
1118,2856,2,300
1121,1101,2,300
1121,5747,2,300
1123,1099,2,300
1123,637,2,465
1126,1096,2,300
1126,3297,2,300
1126,3298,2,300
1126,5567,2,300
1126,5568,2,300
1127,1094,2,300
1127,1096,2,300
1127,1128,2,300
1127,3298,2,339
1127,4670,2,300
1127,5567,2,352
1127,5568,2,428
1128,1094,2,300
1128,1127,2,300
1128,4670,2,300
1130,1091,2,300
1130,1092,2,300
1130,1335,2,300
1130,1384,2,342
1130,4667,2,300
1132,1089,2,300
1132,5461,2,300
1132,6369,2,300
1138,5912,2,300
1138,6386,2,300
1141,4721,2,300
1143,6416,2,300
1143,6417,2,300
1143,6418,2,300
1148,1285,2,300
1148,4725,2,493
1149,1283,2,300
1149,1284,2,300
1150,1151,2,300
1150,1282,2,300
1150,1283,2,300
1151,1150,2,300
1151,1282,2,300
1151,5922,2,300
1152,1153,2,300
1152,5646,2,300
1152,5647,2,300
1152,5922,2,300
1152,5923,2,300
1153,1152,2,300
1153,5646,2,300
1153,5647,2,300
1153,5922,2,300
1153,5923,2,300
1156,1157,2,300
1156,1276,2,300
1156,2874,2,423
1156,2880,2,448
1157,1156,2,300
1157,1275,2,300
1157,1276,2,300
1157,1417,2,482
1157,2874,2,300
1157,2880,2,300
1158,1159,2,300
1158,1275,2,300
1158,2874,2,300
1158,2877,2,579
1158,2878,2,383
1158,2880,2,300
1158,5509,2,446
1158,5605,2,337
1158,6363,2,326
1159,1158,2,300
1159,1273,2,300
1159,1274,2,300
1159,1275,2,300
1159,2874,2,300
1159,2877,2,425
1159,2880,2,300
1159,5509,2,300
1159,5510,2,305
1159,5860,2,541
1160,1415,2,300
1160,3276,2,377
1160,5537,2,300
1160,5602,2,300
1160,5603,2,300
1164,1271,2,300
1164,2428,2,300
1164,2465,2,300
1168,1267,2,300
1168,5494,2,300
1168,6248,2,300
1169,1265,2,300
1171,1261,2,300
1171,1262,2,300
1171,4919,2,345
1171,4920,2,364
1172,1261,2,300
1172,6279,2,340
1174,1175,2,300
1174,1258,2,300
1174,1259,2,300
1174,4152,2,300
1175,1174,2,300
1175,1257,2,300
1175,1258,2,300
1175,1259,2,300
1175,4117,2,348
1176,1177,2,300
1176,1256,2,341
1176,1257,2,300
1176,1258,2,300
1176,2004,2,330
1176,2079,2,436
1176,4117,2,332
1176,5038,2,366
1176,5438,2,353
1176,5543,2,409
1177,1176,2,300
1177,1178,2,323
1177,1256,2,300
1177,2004,2,300
1177,2005,2,327
1177,2079,2,300
1177,3955,2,300
1177,5038,2,300
1177,5438,2,300
1177,5543,2,367
1178,1177,2,323
1178,1256,2,300
1178,2004,2,300
1178,2005,2,503
1178,3491,2,300
1178,4134,2,630
1178,4586,2,699
1178,5038,2,330
1178,5039,2,300
1178,5175,2,300
1178,5176,2,331
1178,5379,2,300
1178,5438,2,317
1178,866,2,867
1180,1253,2,300
1180,2761,2,521
1180,3491,2,300
1180,4134,2,350
1180,4135,2,300
1180,4586,2,419
1180,5039,2,300
1180,5175,2,300
1180,5176,2,357
1180,5177,2,372
1180,5379,2,300
1180,5992,2,571
1180,866,2,586
1186,1187,2,300
1186,1246,2,300
1186,4024,2,359
1187,1186,2,300
1187,1188,2,300
1187,1246,2,300
1188,1187,2,300
1188,1246,2,300
1190,1003,2,416
1190,1030,2,644
1190,1243,2,302
1190,1244,2,300
1190,1361,2,368
1190,5194,2,661
1191,1243,2,300
1193,1194,2,300
1193,1239,2,300
1193,1240,2,300
1193,1474,2,300
1193,1475,2,300
1193,2240,2,300
1193,2241,2,300
1193,2242,2,326
1193,3535,2,387
1193,4290,2,300
1194,1193,2,300
1194,1195,2,308
1194,1238,2,320
1194,1239,2,300
1194,1240,2,300
1194,1475,2,300
1194,2240,2,438
1194,2241,2,330
1194,4290,2,439
1195,1194,2,308
1195,1238,2,300
1195,4325,2,306
1199,1233,2,300
1199,1235,2,300
1199,2169,2,300
1199,4318,2,300
1199,5456,2,342
1199,5663,2,300
1202,1231,2,300
1202,1232,2,306
1202,5259,2,741
1202,5917,2,300
1203,1230,2,300
1204,1228,2,300
1212,1221,2,300
1212,1222,2,300
1212,1223,2,300
1212,4335,2,300
1212,5826,2,300
1212,5828,2,300
1213,1220,2,300
1214,1215,2,383
1214,1219,2,300
1214,4342,2,324
1215,1219,2,397
1215,4342,2,300
1215,5383,2,348
1215,5398,2,356
1219,1214,2,300
1219,1215,2,397
1219,4342,2,338
1220,1213,2,300
1221,1212,2,300
1221,1222,2,300
1221,1223,2,386
1221,4335,2,373
1221,5826,2,300
1221,5828,2,300
1222,1212,2,300
1222,1221,2,300
1222,1223,2,317
1222,4335,2,304
1222,5826,2,300
1222,5828,2,300
1223,1212,2,300
1223,1221,2,386
1223,1222,2,317
1223,1224,2,489
1223,2499,2,409
1223,4335,2,300
1223,5826,2,305
1223,5828,2,300
1224,1223,2,489
1224,2499,2,300
1224,4335,2,337
1224,5713,2,312
1228,1204,2,300
1229,5712,2,300
1230,1203,2,300
1231,1202,2,300
1231,5917,2,300
1232,1202,2,306
1232,4317,2,300
1232,4318,2,300
1232,5259,2,649
1233,1199,2,300
1233,4317,2,366
1233,4318,2,300
1233,5663,2,308
1235,1199,2,300
1235,2169,2,300
1235,4323,2,341
1235,5456,2,300
1235,5663,2,300
1237,1238,2,329
1237,4323,2,792
1237,4324,2,300
1237,4325,2,300
1238,1194,2,320
1238,1195,2,300
1238,1237,2,329
1238,4325,2,313
1239,1193,2,300
1239,1194,2,300
1239,1240,2,300
1239,1475,2,300
1239,2240,2,401
1239,2241,2,311
1239,4290,2,402
1240,1193,2,300
1240,1194,2,300
1240,1239,2,300
1240,1359,2,355
1240,1474,2,300
1240,1475,2,300
1240,2240,2,300
1240,2241,2,300
1240,2242,2,310
1240,3535,2,344
1240,4290,2,300
1243,1190,2,302
1243,1191,2,300
1243,1244,2,300
1244,1190,2,300
1244,1243,2,300
1244,5194,2,657
1246,1186,2,300
1246,1187,2,300
1246,1188,2,300
1249,3846,2,300
1249,3847,2,300
1249,5023,2,300
1249,517,2,394
1249,577,2,356
1253,1180,2,300
1253,3491,2,300
1253,4134,2,320
1253,4135,2,300
1253,5039,2,300
1253,5175,2,302
1253,5176,2,361
1253,5177,2,375
1253,5379,2,306
1253,5992,2,561
1256,1176,2,341
1256,1177,2,300
1256,1178,2,300
1256,2004,2,300
1256,2005,2,300
1256,2079,2,300
1256,3955,2,300
1256,4134,2,813
1256,5038,2,300
1256,5379,2,307
1256,5438,2,300
1256,5543,2,427
1257,1175,2,300
1257,1176,2,300
1257,1258,2,300
1257,2004,2,346
1257,4116,2,326
1257,4117,2,314
1257,5438,2,369
1257,5543,2,447
1258,1174,2,300
1258,1175,2,300
1258,1176,2,300
1258,1257,2,300
1258,1259,2,300
1258,4116,2,352
1258,4117,2,323
1259,1174,2,300
1259,1175,2,300
1259,1258,2,300
1259,4152,2,300
1259,6280,2,321
1260,4152,2,300
1260,6279,2,300
1260,6280,2,300
1261,1171,2,300
1261,1172,2,300
1261,1262,2,300
1262,1171,2,300
1262,1261,2,300
1263,1264,2,300
1263,4150,2,300
1263,4919,2,300
1263,4920,2,300
1263,4921,2,305
1263,5979,2,300
1264,1263,2,300
1264,4150,2,300
1264,4919,2,300
1264,4920,2,300
1264,4921,2,410
1264,5979,2,408
1265,1169,2,300
1267,1168,2,300
1267,5494,2,300
1267,6248,2,300
1271,1164,2,300
1271,2428,2,300
1271,2465,2,300
1273,1159,2,300
1273,1274,2,300
1273,2877,2,301
1273,5509,2,300
1273,5510,2,300
1274,1159,2,300
1274,1273,2,300
1274,2877,2,347
1274,5509,2,300
1274,5510,2,300
1275,1157,2,300
1275,1158,2,300
1275,1159,2,300
1275,1276,2,300
1275,2874,2,300
1275,2880,2,300
1275,5605,2,310
1275,6363,2,300
1276,1156,2,300
1276,1157,2,300
1276,1275,2,300
1276,2874,2,300
1276,2880,2,300
1282,1150,2,300
1282,1151,2,300
1282,1283,2,300
1283,1149,2,300
1283,1150,2,300
1283,1282,2,300
1283,1284,2,300
1284,1149,2,300
1284,1283,2,300
1285,1148,2,300
1285,1286,2,300
1285,5406,2,300
1286,1285,2,300
1286,1289,2,389
1286,4725,2,300
1286,5406,2,300
1289,1286,2,389
1289,2585,2,300
1289,4725,2,300
1289,5406,2,398
1289,5445,2,629
1289,5612,2,300
1296,1417,2,300
1296,2878,2,300
1296,472,2,300
1296,5605,2,300
1296,620,2,300
1296,622,2,335
1296,6363,2,300
1308,2871,2,361
1308,4709,2,398
1308,5505,2,300
1313,1401,2,300
1313,1402,2,300
1313,4748,2,300
1313,6342,2,300
1316,1398,2,300
1316,1399,2,300
1316,1400,2,300
1316,2305,2,415
1316,2394,2,418
1316,5186,2,300
1316,5707,2,346
1316,5781,2,300
1318,1396,2,300
1318,2305,2,375
1318,2394,2,352
1318,5707,2,300
1318,5781,2,300
1319,1396,2,300
1330,4743,2,300
1331,1332,2,300
1331,1387,2,300
1331,4742,2,300
1331,5636,2,300
1331,886,2,300
1331,898,2,300
1332,1331,2,300
1332,1387,2,300
1332,4742,2,300
1332,5636,2,300
1332,886,2,300
1332,898,2,300
1334,1092,2,350
1334,1384,2,300
1334,1385,2,300
1335,1091,2,300
1335,1092,2,300
1335,1093,2,300
1335,1130,2,300
1335,1336,2,300
1335,1383,2,300
1335,1384,2,300
1335,4667,2,300
1336,1091,2,401
1336,1092,2,308
1336,1093,2,440
1336,1335,2,300
1336,1337,2,300
1336,1382,2,300
1336,1383,2,300
1336,4667,2,334
1336,4668,2,512
1337,1336,2,300
1337,1382,2,300
1337,669,2,300
1338,1381,2,300
1338,669,2,353
1339,1340,2,300
1339,1379,2,300
1339,3260,2,300
1339,3261,2,300
1339,3300,2,300
1339,5100,2,315
1340,1339,2,300
1340,1379,2,300
1340,3260,2,300
1340,3261,2,300
1340,3300,2,305
1340,4534,2,300
1340,5100,2,300
1340,5465,2,300
1341,1377,2,300
1341,3260,2,405
1341,4534,2,300
1341,5100,2,379
1341,5465,2,300
1342,5130,2,300
1344,1373,2,353
1344,5150,2,300
1346,1347,2,300
1346,1372,2,300
1346,1373,2,300
1347,1346,2,300
1347,1349,2,407
1347,1367,2,817
1347,1369,2,390
1347,1372,2,300
1347,1373,2,300
1349,1368,2,321
1349,1369,2,300
1349,2803,2,300
1349,3337,2,300
1349,6366,2,314
1349,847,2,300
1349,937,2,300
1349,938,2,300
1352,1349,2,638
1352,1366,2,300
1352,1367,2,300
1352,1369,2,672
1352,6265,2,300
1352,6266,2,300
1352,6267,2,418
1352,6268,2,362
1352,6269,2,674
1352,6270,2,697
1352,6272,2,948
1353,1364,2,300
1353,4283,2,300
1353,4284,2,360
1356,1008,2,300
1356,1027,2,300
1356,2238,2,300
1356,2271,2,300
1356,3527,2,300
1356,5788,2,300
1358,1359,2,300
1358,2238,2,300
1358,2240,2,300
1358,3535,2,300
1358,4290,2,300
1358,4296,2,300
1359,1240,2,355
1359,1358,2,300
1359,1475,2,365
1359,2240,2,300
1359,3535,2,300
1359,4290,2,300
1359,4296,2,300
1361,1002,2,300
1361,1003,2,300
1361,1030,2,361
1361,1032,2,300
1361,1190,2,368
1363,4283,2,300
1363,4284,2,300
1363,4285,2,300
1363,4286,2,481
1363,6082,2,388
1364,1353,2,300
1364,4283,2,300
1364,4284,2,300
1365,5032,2,300
1366,1352,2,300
1366,1367,2,300
1366,1372,2,936
1366,6265,2,300
1366,6266,2,300
1367,1352,2,300
1367,1366,2,300
1367,1368,2,300
1367,1372,2,805
1367,2803,2,300
1367,6265,2,300
1367,6266,2,300
1368,1349,2,321
1368,1367,2,300
1368,1369,2,300
1368,2803,2,300
1368,3337,2,358
1368,6366,2,529
1368,938,2,302
1369,1349,2,300
1369,1368,2,300
1369,3337,2,300
1369,6366,2,307
1369,847,2,300
1369,937,2,300
1369,938,2,300
1372,1346,2,300
1372,1347,2,300
1372,1349,2,409
1372,1366,2,936
1372,1367,2,805
1372,1369,2,378
1372,1373,2,300
1373,1344,2,353
1373,1346,2,300
1373,1347,2,300
1373,1372,2,300
1373,5150,2,360
1377,1341,2,300
1377,3260,2,398
1377,4534,2,300
1377,5100,2,372
1377,5465,2,300
1379,1339,2,300
1379,1340,2,300
1379,3260,2,300
1379,3261,2,300
1379,3300,2,300
1379,5100,2,300
1381,1338,2,300
1381,669,2,339
1382,1336,2,300
1382,1337,2,300
1382,669,2,300
1383,1091,2,358
1383,1092,2,300
1383,1093,2,418
1383,1335,2,300
1383,1336,2,300
1383,4667,2,300
1383,4668,2,500
1384,1091,2,300
1384,1092,2,300
1384,1093,2,342
1384,1130,2,342
1384,1334,2,300
1384,1335,2,300
1384,1385,2,300
1384,4667,2,300
1385,1334,2,300
1385,1384,2,300
1387,1331,2,300
1387,1332,2,300
1387,4742,2,300
1387,5636,2,300
1387,886,2,300
1387,898,2,300
1396,1318,2,300
1396,1319,2,300
1398,1316,2,300
1398,1399,2,300
1398,2305,2,300
1398,2394,2,300
1398,5707,2,300
1398,5781,2,300
1399,1316,2,300
1399,1398,2,300
1399,1400,2,300
1399,2305,2,433
1399,5186,2,300
1399,5707,2,347
1399,5781,2,301
1400,1316,2,300
1400,1399,2,300
1400,1401,2,300
1400,4748,2,300
1400,5186,2,300
1401,1313,2,300
1401,1400,2,300
1401,1402,2,300
1401,2457,2,902
1401,4748,2,300
1402,1313,2,300
1402,1401,2,300
1402,6342,2,300
1409,1410,2,300
1409,2886,2,300
1409,4713,2,300
1409,5104,2,421
1410,1409,2,300
1410,2886,2,306
1410,4713,2,300
1410,5104,2,321
1412,1413,2,300
1412,5053,2,300
1412,5104,2,343
1412,6306,2,300
1412,6307,2,300
1413,1412,2,300
1413,5057,2,300
1413,6306,2,386
1413,6307,2,347
1414,5049,2,300
1414,5104,2,824
1415,1160,2,300
1415,3276,2,378
1415,5537,2,310
1415,5602,2,300
1415,5603,2,330
1417,1157,2,482
1417,1296,2,300
1417,2877,2,535
1417,2878,2,300
1417,472,2,316
1417,5604,2,434
1417,5605,2,300
1417,620,2,300
1417,622,2,318
1417,6363,2,300
1423,1424,2,300
1424,1423,2,300
1424,1425,2,300
1425,1424,2,300
1425,1426,2,300
1426,1425,2,300
1440,1517,2,300
1440,1985,2,300
1444,1513,2,300
1446,1511,2,300
1465,1466,2,300
1465,1494,2,300
1465,2244,2,300
1465,2266,2,300
1466,1465,2,300
1466,1467,2,300
1466,1494,2,300
1466,2243,2,300
1466,2244,2,300
1467,1466,2,300
1467,2243,2,300
1474,1193,2,300
1474,1240,2,300
1474,1475,2,300
1474,2241,2,300
1474,2242,2,300
1475,1193,2,300
1475,1194,2,300
1475,1239,2,300
1475,1240,2,300
1475,1359,2,365
1475,1474,2,300
1475,2240,2,300
1475,2241,2,300
1475,2242,2,300
1475,3535,2,354
1475,4290,2,300
1494,1465,2,300
1494,1466,2,300
1494,2244,2,300
1494,2246,2,300
1494,2266,2,300
1511,1446,2,300
1513,1444,2,300
1517,1440,2,300
1517,1985,2,300
1540,1685,2,342
1540,2639,2,321
1540,2640,2,300
1540,2917,2,300
1540,2918,2,300
1540,3172,2,300
1540,3234,2,314
1540,4398,2,300
1541,1682,2,300
1542,4394,2,300
1545,1546,2,300
1545,1676,2,300
1546,1545,2,300
1546,1676,2,300
1548,1674,2,300
1549,1673,2,300
1550,1671,2,300
1550,5655,2,300
1553,1554,2,300
1553,1669,2,300
1553,2175,2,300
1554,1553,2,300
1554,1555,2,300
1554,1667,2,300
1554,1668,2,300
1554,1669,2,300
1554,2175,2,346
1555,1554,2,300
1555,1556,2,300
1555,1667,2,300
1555,1668,2,300
1556,1555,2,300
1556,1557,2,300
1556,1666,2,300
1556,1667,2,300
1556,1668,2,300
1557,1556,2,300
1557,1665,2,300
1557,1666,2,300
1558,1559,2,300
1558,1664,2,300
1558,1665,2,300
1559,1558,2,300
1559,1560,2,300
1559,1663,2,300
1559,1664,2,300
1559,2249,2,300
1559,2263,2,300
1560,1559,2,300
1560,1663,2,300
1560,1664,2,300
1560,2249,2,300
1560,2263,2,300
1561,1662,2,300
1561,1663,2,300
1561,2249,2,300
1561,2263,2,337
1562,1661,2,300
1564,1659,2,300
1564,1721,2,660
1564,1778,2,648
1565,1566,2,300
1565,1655,2,369
1565,1656,2,300
1565,1718,2,336
1565,1779,2,699
1565,517,2,674
1566,1565,2,300
1566,1567,2,300
1566,1655,2,300
1566,1656,2,300
1566,1657,2,300
1566,1718,2,300
1566,1780,2,341
1566,2613,2,953
1566,2643,2,855
1566,2763,2,300
1566,2767,2,300
1566,5868,2,814
1566,5944,2,777
1567,1566,2,300
1567,1655,2,300
1567,1656,2,300
1567,1657,2,347
1567,1718,2,300
1567,2763,2,300
1567,2767,2,300
1578,1642,2,300
1578,2015,2,319
1578,4186,2,334
1578,4189,2,300
1578,6471,2,300
1580,1639,2,300
1580,1640,2,300
1582,1638,2,300
1582,1639,2,300
1588,1634,2,300
1588,4524,2,300
1589,1633,2,300
1591,1631,2,300
1591,6300,2,300
1591,6301,2,300
1592,1629,2,300
1594,1595,2,300
1594,1626,2,300
1594,1627,2,300
1595,1594,2,300
1595,1625,2,300
1595,1626,2,300
1595,1627,2,300
1595,4805,2,300
1599,1622,2,300
1600,1619,2,443
1600,1621,2,300
1600,2295,2,300
1600,4611,2,300
1600,5847,2,300
1601,1619,2,300
1601,5847,2,379
1603,1618,2,300
1603,5808,2,300
1606,1615,2,300
1606,1616,2,300
1606,3655,2,301
1608,1614,2,300
1614,1608,2,300
1614,4801,2,525
1615,1606,2,300
1615,1616,2,331
1615,3655,2,351
1616,1606,2,300
1616,1615,2,331
1616,3655,2,300
1618,1603,2,300
1618,5808,2,300
1619,1600,2,443
1619,1601,2,300
1619,1621,2,443
1619,5847,2,445
1621,1600,2,300
1621,1619,2,443
1621,2295,2,300
1621,2404,2,349
1621,4611,2,300
1621,5847,2,300
1622,1599,2,300
1625,1595,2,300
1625,1626,2,300
1625,4805,2,300
1626,1594,2,300
1626,1595,2,300
1626,1625,2,300
1626,1627,2,300
1626,4805,2,300
1627,1594,2,300
1627,1595,2,300
1627,1626,2,300
1629,1592,2,300
1631,1591,2,300
1631,6300,2,300
1631,6301,2,300
1633,1589,2,300
1634,1588,2,300
1634,6091,2,396
1635,1636,2,312
1635,4524,2,300
1635,6091,2,300
1635,6289,2,300
1635,6291,2,626
1636,1635,2,312
1636,4193,2,300
1636,5617,2,300
1636,6289,2,300
1636,6291,2,861
1638,1582,2,300
1638,1639,2,300
1638,3293,2,300
1638,3295,2,300
1638,4191,2,300
1638,5436,2,403
1638,6288,2,415
1638,6290,2,427
1639,1580,2,300
1639,1582,2,300
1639,1638,2,300
1640,1580,2,300
1640,1642,2,300
1640,2015,2,340
1640,2863,2,425
1640,4189,2,406
1642,1578,2,300
1642,2015,2,300
1642,4186,2,328
1642,4189,2,300
1642,6471,2,300
1644,2019,2,300
1644,2067,2,366
1644,4186,2,300
1655,1566,2,300
1655,1567,2,300
1655,1656,2,300
1655,1657,2,312
1655,1718,2,300
1655,1780,2,400
1655,2612,2,857
1655,2613,2,893
1655,2643,2,795
1655,2763,2,300
1655,2767,2,300
1656,1565,2,300
1656,1566,2,300
1656,1567,2,300
1656,1655,2,300
1656,1657,2,300
1656,1718,2,300
1656,1780,2,333
1656,2613,2,894
1656,2643,2,886
1656,2763,2,300
1656,2767,2,300
1656,4779,2,372
1657,1566,2,300
1657,1567,2,347
1657,1655,2,312
1657,1656,2,300
1657,1718,2,300
1657,1779,2,643
1657,2763,2,353
1659,1564,2,300
1659,1722,2,383
1659,1776,2,390
1659,4065,2,300
1661,1562,2,300
1662,1561,2,300
1662,2249,2,317
1662,2263,2,366
