stop_id,at_street,corner_placement,heading,location_type,on_street,parent_station,stop_code,stop_desc,stop_lat,stop_lon,stop_name,stop_position,stop_timezone,stop_url,wheelchair_boarding,zone_id
1002,Burton,SW,144,0,Riverside,,1002,002021 Riverside & Burton,30.240341,-97.727308,Riverside/Burton,N,,https://www.capmetro.org/stopdetail/index.php?stop=1002,0,
1003,Willow Creek,NW,162,0,Riverside,,1003,002237 Riverside & Willow Creek,30.238275,-97.726015,2237 Riverside/Willow Creek,M,,https://www.capmetro.org/stopdetail/index.php?stop=1003,0,
1005,Pleasant Valley,SW,144,0,Riverside,,1005,002507 Riverside & Pleasant Valley,30.233867,-97.72376,2507 Riverside/Pleasant Valley,N,,https://www.capmetro.org/stopdetail/index.php?stop=1005,0,
1008,Huntwick,SW,118,0,Oltorf,,1008,004411 Oltorf & Huntwick,30.226619,-97.72626,4411 Oltorf/Huntwick,N,,https://www.capmetro.org/stopdetail/index.php?stop=1008,0,
1009,Oltorf,NE,67,0,Wickersham,,1009,002401 Wickersham & Oltorf,30.226039,-97.723488,2401 Wickersham/Oltorf,M,,https://www.capmetro.org/stopdetail/index.php?stop=1009,0,
1010,Cromwell,SE,45,0,Wickersham,,1010,002300 Wickersham & Cromwell,30.227021,-97.721847,Wickersham/Cromwell,N,,https://www.capmetro.org/stopdetail/index.php?stop=1010,0,
1011,Sheringham,SE,2,0,Wickersham,,1011,002207 Wickersham & Sheringham,30.229315,-97.721353,2207 Wickersham/Sheringham,N,,https://www.capmetro.org/stopdetail/index.php?stop=1011,0,
1013,Kirksey,SW,114,0,Riverside,,1013,004825 Riverside & Kirksey,30.231316,-97.717041,4825 Riverside/Kirksey,N,,https://www.capmetro.org/stopdetail/index.php?stop=1013,0,
1015,Faro,SE,125,0,Riverside,,1015,005401 Riverside & Faro,30.229169,-97.712324,5401 Riverside/Faro,M,,https://www.capmetro.org/stopdetail/index.php?stop=1015,0,
1017,Fairway,SW,200,0,Grove,,1017,001700 Grove & Fairway,30.229539,-97.706558,Ruiz Library,F,,https://www.capmetro.org/stopdetail/index.php?stop=1017,0,
1018,Faro,NW,302,0,Riverside,,1018,005300 Riverside & Faro,30.229833,-97.712898,Riverside/Faro,M,,https://www.capmetro.org/stopdetail/index.php?stop=1018,0,
1021,Crossing Place,NW,288,0,Riverside,,1021,004823 Riverside & Crossing Place,30.231928,-97.717861,4823 Riverside/Crossing Place,F,,https://www.capmetro.org/stopdetail/index.php?stop=1021,0,
1022,Riverside,SW,199,0,Wickersham,,1022,002100 Wickersham & Riverside,30.231526,-97.720884,2100 Wickersham/Riverside,F,,https://www.capmetro.org/stopdetail/index.php?stop=1022,0,
1023,Sheringham,NW,193,0,Wickersham,,1023,002200 Wickersham & Sheringham,30.229914,-97.721493,Wickersham/Sheringham,N,,https://www.capmetro.org/stopdetail/index.php?stop=1023,0,
1024,Cromwell,NW,199,0,Wickersham,,1024,002300 Wickersham & Cromwell,30.227534,-97.721731,2300 Wickersham/Cromwell,N,,https://www.capmetro.org/stopdetail/index.php?stop=1024,0,
1025,Oltorf,NW,239,0,Wickersham,,1025,002440 Wickersham & Oltorf,30.226083,-97.723784,2440 Wickersham/Oltorf,N,,https://www.capmetro.org/stopdetail/index.php?stop=1025,0,
1027,Oltorf,NE,28,0,Pleasant Valley,,1027,002433 Pleasant Valley & Oltorf,30.228028,-97.727241,2433 Pleasant Valley/Oltorf,M,,https://www.capmetro.org/stopdetail/index.php?stop=1027,0,
1028,Sheringham,SE,26,0,Pleasant Valley,,1028,002209 Pleasant Valley & Sheringham,30.231097,-97.725299,2209 Pleasant Valley/Sheringham,N,,https://www.capmetro.org/stopdetail/index.php?stop=1028,0,
1030,Willow Creek,NE,342,0,Riverside,,1030,002308 Riverside & Willow Creek,30.238065,-97.725635,Riverside/Willow Creek,M,,https://www.capmetro.org/stopdetail/index.php?stop=1030,0,
1032,Town Creek,SE,324,0,Riverside,,1032,002000 Riverside & Town Creek,30.24114,-97.727591,Riverside/Town Creek,N,,https://www.capmetro.org/stopdetail/index.php?stop=1032,0,
1033,Shore District,SE,328,0,Riverside,,1033,001800 Riverside & Shore District,30.242868,-97.728889,Riverside/Shore District,N,,https://www.capmetro.org/stopdetail/index.php?stop=1033,0,
1034,Summit,NE,312,0,Riverside,,1034,001600 Riverside & Summit,30.246505,-97.731969,1600 Riverside/Summit,N,,https://www.capmetro.org/stopdetail/index.php?stop=1034,0,
1038,Trinity,NE,287,0,Cesar Chavez,,1038,000400 Cesar Chavez & Trinity,30.26246,-97.74084,400 Cesar Chavez/Trinity,N,,https://www.capmetro.org/stopdetail/index.php?stop=1038,0,
1042,West Mall UT,SE,5,0,Guadalupe,,1042,002231 Guadalupe & West Mall UT,30.285738,-97.741618,2231 Guadalupe/West Mall UT,N,,https://www.capmetro.org/stopdetail/index.php?stop=1042,0,
1049,35Th,SE,28,0,Speedway,,1049,003400 Speedway & 35Th,30.299217,-97.734341,Speedway/35th,N,,https://www.capmetro.org/stopdetail/index.php?stop=1049,0,
1051,39Th,SE,28,0,Speedway,,1051,003800 Speedway & 39Th,30.301591,-97.732825,Speedway/39th,N,,https://www.capmetro.org/stopdetail/index.php?stop=1051,0,
1053,43Rd,NE,29,0,Speedway,,1053,004301 Speedway & 43Rd,30.306616,-97.729616,4301 Speedway/43rd,F,,https://www.capmetro.org/stopdetail/index.php?stop=1053,0,
1054,Avenue D,NE,301,0,45Th,,1054,000108 45Th & Avenue D,30.309112,-97.729235,108 45th Street/Avenue D,N,,https://www.capmetro.org/stopdetail/index.php?stop=1054,0,
1055,Avenue A,NE,300,0,45Th,,1055,000408 45Th & Avenue A,30.310425,-97.731878,408 45th Street/Avenue A,N,,https://www.capmetro.org/stopdetail/index.php?stop=1055,0,
1056,Guadalupe,NW,303,0,45Th,,1056,000636 45Th & Guadalupe,30.311122,-97.733277,619 45th/Guadalupe,F,,https://www.capmetro.org/stopdetail/index.php?stop=1056,0,
1057,Lamar,NE,301,0,45Th,,1057,000918 45Th & Lamar,30.313397,-97.737245,918 45th/Lamar,N,,https://www.capmetro.org/stopdetail/index.php?stop=1057,0,
1058,Lamar,NE,29,0,Sunshine,,1058,004701 Sunshine & Lamar,30.316434,-97.735717,Sunshine Station (NB),M,,https://www.capmetro.org/stopdetail/index.php?stop=1058,0,
1059,49Th,SE,29,0,Sunshine,,1059,004801 Sunshine & 49Th,30.317382,-97.735114,4801 Sunshine (Criss Cole Rehab),N,,https://www.capmetro.org/stopdetail/index.php?stop=1059,0,
1060,Grover,NE,296,0,49Th,,1060,001100 49Th & Grover,30.318791,-97.736647,1100 49th/Grover,N,,https://www.capmetro.org/stopdetail/index.php?stop=1060,0,
1061,Grover,NW,298,0,51St,,1061,001200 51St & Grover,30.320707,-97.735989,1200 51st/Grover,M,,https://www.capmetro.org/stopdetail/index.php?stop=1061,0,
1062,North,SE,28,0,Woodrow,,1062,005113 Woodrow & North,30.322371,-97.736892,5113 Woodrow/North,N,,https://www.capmetro.org/stopdetail/index.php?stop=1062,0,
1063,North Loop,SE,28,0,Woodrow,,1063,005223 Woodrow & North Loop,30.324061,-97.735824,5223 Woodrow/North Loop,N,,https://www.capmetro.org/stopdetail/index.php?stop=1063,0,
1064,Houston,SE,28,0,Woodrow,,1064,005413 Woodrow & Houston,30.326186,-97.734482,5413 Woodrow/Houston,N,,https://www.capmetro.org/stopdetail/index.php?stop=1064,0,
1065,Houston,NE,29,0,Woodrow,,1065,005515 Woodrow & Houston,30.327565,-97.733603,5515 Woodrow/Houston,M,,https://www.capmetro.org/stopdetail/index.php?stop=1065,0,
1066,Theckla,NE,28,0,Woodrow,,1066,005701 Woodrow & Theckla,30.329034,-97.732673,5701 Woodrow/Theckla,F,,https://www.capmetro.org/stopdetail/index.php?stop=1066,0,
1067,Koenig,SE,28,0,Woodrow,,1067,005819 Woodrow & Koenig,30.330737,-97.73158,5819 Woodrow/Koenig,N,,https://www.capmetro.org/stopdetail/index.php?stop=1067,0,
1068,Alguno,NE,8,0,Woodrow,,1068,006100 Woodrow & Alguno,30.332811,-97.730682,Woodrow/Alguno,M,,https://www.capmetro.org/stopdetail/index.php?stop=1068,0,
1069,Alegria,NE,29,0,Woodrow,,1069,006300 Woodrow & Alegria,30.334573,-97.730128,Woodrow/Alegria,M,,https://www.capmetro.org/stopdetail/index.php?stop=1069,0,
1070,Brentwood,SE,30,0,Woodrow,,1070,006523 Woodrow & Brentwood,30.337279,-97.72842,6523 Woodrow/Brentwood,N,,https://www.capmetro.org/stopdetail/index.php?stop=1070,0,
1072,Dwyce,NE,27,0,Woodrow,,1072,006800 Woodrow & Dwyce,30.340171,-97.726594,Woodrow/Dwyce,M,,https://www.capmetro.org/stopdetail/index.php?stop=1072,0,
1074,Piedmont,SE,18,0,Woodrow,,1074,007115 Woodrow & Piedmont,30.342849,-97.724984,7115 Woodrow/Piedmont,N,,https://www.capmetro.org/stopdetail/index.php?stop=1074,0,
1075,Pasadena,SE,3,0,Woodrow,,1075,007300 Woodrow & Pasadena,30.344977,-97.72521,Woodrow/Pasadena,N,,https://www.capmetro.org/stopdetail/index.php?stop=1075,0,
1076,Morrow,SE,28,0,Woodrow,,1076,007500 Woodrow & Morrow,30.34743,-97.723761,Woodrow/Morrow,N,,https://www.capmetro.org/stopdetail/index.php?stop=1076,0,
1077,Princeton,NE,350,0,Woodrow,,1077,007717 Woodrow & Princeton,30.34989,-97.72302,7717 Woodrow/Princeton,N,,https://www.capmetro.org/stopdetail/index.php?stop=1077,0,
1078,Wooten Park,NW,298,0,Anderson,,1078,001700 Anderson & Wooten Park,30.35279,-97.72362,1700 Anderson/Wooten Park,M,,https://www.capmetro.org/stopdetail/index.php?stop=1078,0,
1080,Mullen,NW,297,0,Anderson,,1080,001900 Anderson & Mullen,30.35401,-97.72622,Anderson/Mullen,F,,https://www.capmetro.org/stopdetail/index.php?stop=1080,0,
1085,Delano,NE,255,0,Jackie Robinson,,1085,005500 Jackie Robinson & Delano,30.276588,-97.67835,Jackie Robinson/Delano,N,,https://www.capmetro.org/stopdetail/index.php?stop=1085,0,
1089,Fort Branch,NW,265,0,Webberville,,1089,001420 Webberville & Fort Branch,30.27989,-97.681063,1420 Webberville/Fort Branch,F,,https://www.capmetro.org/stopdetail/index.php?stop=1089,0,
1091,Webberville,NW,297,0,12Th,,1091,004700 12Th & Webberville,30.278254,-97.684918,12th/Webberville,F,,https://www.capmetro.org/stopdetail/index.php?stop=1091,0,
1092,Springdale,NE,299,0,12Th,,1092,004600 12Th & Springdale,30.278941,-97.686682,4600 12th/Springdale,N,,https://www.capmetro.org/stopdetail/index.php?stop=1092,0,
1093,Cometa,NE,259,0,12Th,,1093,004100 12Th & Cometa,30.278639,-97.689538,12th/Cometa,N,,https://www.capmetro.org/stopdetail/index.php?stop=1093,0,
1094,E M Franklin,NE,264,0,12Th,,1094,003522 12Th & E M Franklin,30.277864,-97.694461,3522 12th/E M Franklin,N,,https://www.capmetro.org/stopdetail/index.php?stop=1094,0,
1096,Airport,NE,264,0,12Th,,1096,003250 12Th & Airport,30.276978,-97.700178,3250 12th/Airport,N,,https://www.capmetro.org/stopdetail/index.php?stop=1096,0,
1098,Harvey,NE,256,0,12Th,,1098,002900 12Th & Harvey,30.276346,-97.70424,12th/Harvey,N,,https://www.capmetro.org/stopdetail/index.php?stop=1098,0,
1099,Alexander,NE,260,0,12Th,,1099,002900 12Th & Alexander,30.275723,-97.708093,2900 12th/Alexander,N,,https://www.capmetro.org/stopdetail/index.php?stop=1099,0,
1101,Cedar,NW,258,0,12Th,,1101,002500 12Th & Cedar,30.274879,-97.713399,12th/Cedar,M,,https://www.capmetro.org/stopdetail/index.php?stop=1101,0,
1102,Chestnut,NW,260,0,12Th,,1102,002204 12Th & Chestnut,30.27439,-97.716486,2204 12th/Chestnut,M,,https://www.capmetro.org/stopdetail/index.php?stop=1102,0,
1103,Chicon,NE,261,0,12Th,,1103,002000 12Th & Chicon,30.273963,-97.719142,1914 12th/Chicon,M,,https://www.capmetro.org/stopdetail/index.php?stop=1103,0,
1105,Leona,NE,259,0,12Th,,1105,001700 12Th & Leona,30.273521,-97.72187,1700 12th/Leona,N,,https://www.capmetro.org/stopdetail/index.php?stop=1105,0,
1106,Angelina,NE,259,0,12Th,,1106,001400 12Th & Angelina,30.273059,-97.7249,1400 12th/Angelina,N,,https://www.capmetro.org/stopdetail/index.php?stop=1106,0,
1107,San Bernard,NW,259,0,12Th,,1107,001220 12Th & San Bernard,30.272727,-97.726844,1220 12th/San Bernard,F,,https://www.capmetro.org/stopdetail/index.php?stop=1107,0,
1109,Branch,NE,258,0,12Th,,1109,000900 12Th & Branch,30.272088,-97.730842,12th/IH-35,N,,https://www.capmetro.org/stopdetail/index.php?stop=1109,0,
1113,Branch,SW,80,0,12Th,,1113,000800 12Th & Branch,30.271886,-97.731306,12th/Branch,N,,https://www.capmetro.org/stopdetail/index.php?stop=1113,0,
1114,Navasota,SW,75,0,12Th,,1114,001100 12Th & Navasota,30.272434,-97.727844,12th/Navasota,N,,https://www.capmetro.org/stopdetail/index.php?stop=1114,0,
1118,Chicon,SW,80,0,12Th,,1118,001819 12Th & Chicon,30.273695,-97.720001,1819 12th/Chicon,N,,https://www.capmetro.org/stopdetail/index.php?stop=1118,0,
1121,Cedar,SE,79,0,12Th,,1121,002601 12Th & Cedar,30.274815,-97.712846,2601 12th/Cedar,F,,https://www.capmetro.org/stopdetail/index.php?stop=1121,0,
1123,Alexander,SW,79,0,12Th,,1123,002863 12Th & Alexander,30.275533,-97.708349,2863 12th/Alexander,N,,https://www.capmetro.org/stopdetail/index.php?stop=1123,0,
1126,Airport,SW,80,0,12Th,,1126,003245 12Th & Airport,30.276731,-97.700547,3245 12th/Airport,N,,https://www.capmetro.org/stopdetail/index.php?stop=1126,0,
1127,Greenwood,SE,77,0,12Th,,1127,003403 12Th & Greenwood,30.277301,-97.697085,3403 12th/Greenwood,F,,https://www.capmetro.org/stopdetail/index.php?stop=1127,0,
1128,E M Franklin,SW,84,0,12Th,,1128,003525 12Th & E M Franklin,30.277722,-97.694402,3525 12th/E M Franklin,N,,https://www.capmetro.org/stopdetail/index.php?stop=1128,0,
1130,12Th,NE,56,0,Webberville,,1130,001201 Webberville & 12Th,30.278282,-97.684544,1201 Webberville/12th,F,,https://www.capmetro.org/stopdetail/index.php?stop=1130,0,
1132,Fort Branch,SW,85,0,Webberville,,1132,001419 Webberville & Fort Branch,30.279744,-97.680966,1419 Webberville/Fort Branch,N,,https://www.capmetro.org/stopdetail/index.php?stop=1132,0,
1138,Samuel Huston,SE,29,0,Tannehill,,1138,004021 Tannehill & Samuel Huston,30.279192,-97.673977,4021 Tannehill/Samuel Huston,N,,https://www.capmetro.org/stopdetail/index.php?stop=1138,0,
1141,Teasdale,NE,304,0,Rundberg,,1141,001200 Rundberg & Teasdale,30.354111,-97.681289,1200 Rundberg/Teasdale,N,,https://www.capmetro.org/stopdetail/index.php?stop=1141,0,
1143,Middle Fiskville,NE,307,0,Rundberg,,1143,000838 Rundberg & Middle Fiskville,30.357437,-97.686345,838 Rundberg/Middle Fiskville,N,,https://www.capmetro.org/stopdetail/index.php?stop=1143,0,
1148,Home,NW,207,0,Georgian,,1148,008900 Georgian & Home,30.355832,-97.696474,Georgian/Home Pl.,N,,https://www.capmetro.org/stopdetail/index.php?stop=1148,0,
1149,Elliott,NW,216,0,Georgian,,1149,008700 Georgian & Elliott,30.353289,-97.699042,Georgian/Elliott,N,,https://www.capmetro.org/stopdetail/index.php?stop=1149,0,
1150,Jennifer,NW,218,0,Georgian,,1150,008314 Georgian & Jennifer,30.349752,-97.702016,Georgian/Jennifer,N,,https://www.capmetro.org/stopdetail/index.php?stop=1150,0,
1151,Powell,NW,206,0,Georgian,,1151,008200 Georgian & Powell,30.347697,-97.703234,Georgian/Powell,N,,https://www.capmetro.org/stopdetail/index.php?stop=1151,0,
1152,Anderson,NW,203,0,Georgian,,1152,008000 Georgian & Anderson,30.344902,-97.704659,8000 Georgian/Anderson,N,,https://www.capmetro.org/stopdetail/index.php?stop=1152,0,
1153,Anderson,SW,211,0,Northcrest,,1153,007700 Northcrest & Anderson,30.34336,-97.705878,7700 Northcrest/Anderson,M,,https://www.capmetro.org/stopdetail/index.php?stop=1153,0,
1156,Meadowview,NE,300,0,Crestland,,1156,000400 Crestland & Meadowview,30.339681,-97.711761,Crestland/Meadowview,N,,https://www.capmetro.org/stopdetail/index.php?stop=1156,0,
1157,Crestland,SW,208,0,Guadalupe,,1157,007414 Guadalupe & Crestland,30.339901,-97.713146,7414 Guadalupe/Crestland,M,,https://www.capmetro.org/stopdetail/index.php?stop=1157,0,
1158,st Johns,SW,210,0,Guadalupe,,1158,007106 Guadalupe & st Johns,30.337324,-97.714833,7106 Guadalupe/St Johns,F,,https://www.capmetro.org/stopdetail/index.php?stop=1158,0,
1159,Swanee,NW,207,0,Guadalupe,,1159,007000 Guadalupe & Swanee,30.335705,-97.715903,Guadalupe/Swanee,N,,https://www.capmetro.org/stopdetail/index.php?stop=1159,0,
1160,Jonathan,SW,96,0,Highland Mall,,1160,000105 Highland Mall & Jonathan,30.328491,-97.713603,105 Highland Mall/Jonathan,N,,https://www.capmetro.org/stopdetail/index.php?stop=1160,0,
1164,56Th,NW,205,0,Avenue F,,1164,005600 Avenue F & 56Th,30.321167,-97.718996,5600 Avenue F/56th,N,,https://www.capmetro.org/stopdetail/index.php?stop=1164,0,
1168,51St,NW,208,0,Duval,,1168,005100 Duval & 51St,30.314362,-97.719922,Duval/51st,N,,https://www.capmetro.org/stopdetail/index.php?stop=1168,0,
1169,48Th,NW,208,0,Duval,,1169,004800 Duval & 48Th,30.310968,-97.722129,Duval/48th,N,,https://www.capmetro.org/stopdetail/index.php?stop=1169,0,
1171,43Rd,SW,208,0,Duval,,1171,004230 Duval & 43Rd,30.30438,-97.726357,Duval/43rd,F,,https://www.capmetro.org/stopdetail/index.php?stop=1171,0,
1172,41St,SW,207,0,Duval,,1172,004002 Duval & 41St,30.301674,-97.728038,4002 Duval/41st,M,,https://www.capmetro.org/stopdetail/index.php?stop=1172,0,
1174,33Rd,NW,207,0,Duval,,1174,003300 Duval & 33Rd,30.295649,-97.731832,Duval/33rd,N,,https://www.capmetro.org/stopdetail/index.php?stop=1174,0,
1175,32Nd,NW,210,0,Duval,,1175,003200 Duval & 32Nd,30.294603,-97.732495,3200 Duval/32nd,N,,https://www.capmetro.org/stopdetail/index.php?stop=1175,0,
1176,30Th,NW,209,0,Duval,,1176,003000 Duval & 30Th,30.291876,-97.734222,Duval/30th,N,,https://www.capmetro.org/stopdetail/index.php?stop=1176,0,
1177,Dean Keeton,NW,189,0,San Jacinto,,1177,002600 San Jacinto & Dean Keeton,30.289599,-97.734686,San Jacinto/Dean Keeton NW Corner,N,,https://www.capmetro.org/stopdetail/index.php?stop=1177,0,
1178,24Th,SW,175,0,San Jacinto,,1178,002400 San Jacinto & 24Th,30.28671,-97.733652,2324 San Jacinto/24th,F,,https://www.capmetro.org/stopdetail/index.php?stop=1178,0,
1180,21St,NW,182,0,San Jacinto,,1180,002100 San Jacinto & 21St,30.283362,-97.734165,2100 San Jacinto/21st,N,,https://www.capmetro.org/stopdetail/index.php?stop=1180,0,
1186,Alameda,SW,145,0,Riverside,,1186,000715 Riverside & Alameda,30.250734,-97.74061,715 Riverside/Alameda,N,,https://www.capmetro.org/stopdetail/index.php?stop=1186,0,
1187,Travis Heights,SE,114,0,Riverside,,1187,001005 Riverside & Travis Heights,30.249589,-97.738348,1005 East Riverside/Travis Heights,M,,https://www.capmetro.org/stopdetail/index.php?stop=1187,0,
1188,Kenwood,SW,142,0,Riverside,,1188,001099 Riverside & Kenwood,30.248592,-97.736886,Riverside/Kenwood,N,,https://www.capmetro.org/stopdetail/index.php?stop=1188,0,
1190,Woodland,NW,207,0,Burton,,1190,001724 Burton & Woodland,30.236152,-97.728459,1724 Burton/Woodland,N,,https://www.capmetro.org/stopdetail/index.php?stop=1190,0,
1191,Mariposa,NW,224,0,Burton,,1191,001920 Burton & Mariposa,30.233861,-97.731812,1920 Burton/Mariposa,N,,https://www.capmetro.org/stopdetail/index.php?stop=1191,0,
1193,Oltorf,SW,209,0,Parker,,1193,002310 Parker & Oltorf,30.231874,-97.737285,2310 Parker/Oltorf,M,,https://www.capmetro.org/stopdetail/index.php?stop=1193,0,
1194,Braxton,SW,218,0,Parker,,1194,002504 Parker & Braxton,30.229929,-97.738557,2504 Parker/Braxton,F,,https://www.capmetro.org/stopdetail/index.php?stop=1194,0,
1195,Royal Hill,NW,207,0,Parker,,1195,002718 Parker & Royal Hill,30.227504,-97.740505,2718 Parker/Royal Hill,N,,https://www.capmetro.org/stopdetail/index.php?stop=1195,0,
1199,Ben White,NW,184,0,Woodward,,1199,002000 Woodward & Ben White,30.217147,-97.744042,Woodward/Ben White NW Corner,N,,https://www.capmetro.org/stopdetail/index.php?stop=1199,0,
1202,Directors,NW,208,0,Freidrich,,1202,004190 Freidrich & Directors,30.212493,-97.748209,Freidrich/Directors,N,,https://www.capmetro.org/stopdetail/index.php?stop=1202,0,
1203,st Elmo,SW,209,0,Freidrich,,1203,004600 Freidrich & st Elmo,30.208183,-97.750908,4600 Freidrich/St Elmo,M,,https://www.capmetro.org/stopdetail/index.php?stop=1203,0,
1204,Merritt,SE,130,0,Teri,,1204,001900 Teri & Merritt,30.201932,-97.75218,2035 Teri/Merritt,F,,https://www.capmetro.org/stopdetail/index.php?stop=1204,0,
1212,Village,NW,177,0,Pleasant Valley,,1212,005406 Pleasant Valley & Village,30.193289,-97.744743,5406 Pleasant Valley/Village,N,,https://www.capmetro.org/stopdetail/index.php?stop=1212,0,
1213,Leatherleaf,SW,199,0,Pleasant Valley,,1213,005802 Pleasant Valley & Leatherleaf,30.188889,-97.745545,5802 Pleasant Valley/Leatherleaf,F,,https://www.capmetro.org/stopdetail/index.php?stop=1213,0,
1214,Dove Springs,SW,137,0,Pleasant Valley,,1214,006100 Pleasant Valley & Dove Springs,30.185358,-97.745648,6100 Pleasant Valley/Dove Springs,M,,https://www.capmetro.org/stopdetail/index.php?stop=1214,0,
1215,Creek Bend,SW,211,0,Pleasant Valley,,1215,006406 Pleasant Valley & Creek Bend,30.182114,-97.746097,6406 Pleasant Valley/Creek Bend,F,,https://www.capmetro.org/stopdetail/index.php?stop=1215,0,
1219,Turnstone,SE,321,0,Pleasant Valley,,1219,006107 Pleasant Valley & Turnstone,30.185198,-97.745196,6107 Pleasant Valley/Turnstone,N,,https://www.capmetro.org/stopdetail/index.php?stop=1219,0,
1220,Village Square,NE,17,0,Pleasant Valley,,1220,005803 Pleasant Valley & Village Square,30.188891,-97.74529,5803 Pleasant Valley/Village Square,F,,https://www.capmetro.org/stopdetail/index.php?stop=1220,0,
1221,Palo Blanco,NE,4,0,Pleasant Valley,,1221,005505 Pleasant Valley & Palo Blanco,30.192229,-97.744496,5505 Pleasant Valley/Palo Blanco,M,,https://www.capmetro.org/stopdetail/index.php?stop=1221,0,
1222,Pleasant Valley,SE,0,0,Stassney,,1222,004621 Stassney & Pleasant Valley,30.193067,-97.74451,4621 Stassney/Pleasant Valley,N,,https://www.capmetro.org/stopdetail/index.php?stop=1222,0,
1223,Chaparral,NE,266,0,Stassney,,1223,002522 Stassney & Chaparral,30.193919,-97.747016,2522 Stassney/Chaparral,N,,https://www.capmetro.org/stopdetail/index.php?stop=1223,0,
1224,Palo Blanco,NW,266,0,Stassney,,1224,002408 Stassney & Palo Blanco,30.193714,-97.750685,2408 Stassney/Palo Blanco,M,,https://www.capmetro.org/stopdetail/index.php?stop=1224,0,
1228,Pepper,NW,309,0,Teri,,1228,002008 Teri & Pepper,30.202328,-97.752516,2008 Teri/Pepper,F,,https://www.capmetro.org/stopdetail/index.php?stop=1228,0,
1229,Teri,NE,28,0,Freidrich,,1229,004801 Freidrich & Teri,30.204466,-97.753036,4801 Freidrich/Teri,F,,https://www.capmetro.org/stopdetail/index.php?stop=1229,0,
1230,City Yard,NE,29,0,Freidrich,,1230,004601 Freidrich & City Yard,30.208174,-97.750684,4601 Freidrich/City Yard,M,,https://www.capmetro.org/stopdetail/index.php?stop=1230,0,
1231,st Elmo,NE,27,0,Freidrich,,1231,004217 Freidrich & st Elmo,30.211335,-97.748705,4217 Freidrich/St Elmo,M,,https://www.capmetro.org/stopdetail/index.php?stop=1231,0,
1232,Woodward,SW,117,0,Freidrich,,1232,004115 Freidrich & Woodward,30.213484,-97.746116,4115 Freidrich/Woodward,N,,https://www.capmetro.org/stopdetail/index.php?stop=1232,0,
1233,Ben White,SE,22,0,Woodward,,1233,002076 Woodward & Ben White,30.215081,-97.744146,Woodward/Ben White SE Corner,N,,https://www.capmetro.org/stopdetail/index.php?stop=1233,0,
1235,Parker,NE,349,0,Woodward,,1235,001901 Woodward & Parker,30.219456,-97.743789,1901 Woodward/Parker,N,,https://www.capmetro.org/stopdetail/index.php?stop=1235,0,
1237,Wickshire,SE,20,0,Parker,,1237,003101 Parker & Wickshire,30.224517,-97.742158,3101 Parker/Wickshire,N,,https://www.capmetro.org/stopdetail/index.php?stop=1237,0,
1238,Royal Hill,NE,27,0,Parker,,1238,002801 Parker & Royal Hill,30.227381,-97.740387,2801 Parker/Royal Hill,F,,https://www.capmetro.org/stopdetail/index.php?stop=1238,0,
1239,Braxton,SE,29,0,Parker,,1239,002501 Parker & Braxton,30.230144,-97.7382,2501 Parker/Braxton,N,,https://www.capmetro.org/stopdetail/index.php?stop=1239,0,
1240,Oltorf,SE,29,0,Parker,,1240,002301 Parker & Oltorf,30.232116,-97.736934,2301 Parker/Oltorf,N,,https://www.capmetro.org/stopdetail/index.php?stop=1240,0,
1243,Valley Hill,SE,51,0,Burton,,1243,001900 Burton & Valley Hill,30.234059,-97.731309,Burton/Valley Hill Cir.,M,,https://www.capmetro.org/stopdetail/index.php?stop=1243,0,
1244,Woodland,SE,33,0,Burton,,1244,001801 Burton & Woodland,30.235764,-97.72851,1801 Burton/Woodland,N,,https://www.capmetro.org/stopdetail/index.php?stop=1244,0,
1246,Travis Heights,NE,291,0,Riverside,,1246,001000 Riverside & Travis Heights,30.249906,-97.738594,1000 East Riverside/Travis Heights,N,,https://www.capmetro.org/stopdetail/index.php?stop=1246,0,
1249,Newning,NW,321,0,Riverside,,1249,000150 Riverside & Newning,30.255868,-97.74546,150 Riverside/Congress,M,,https://www.capmetro.org/stopdetail/index.php?stop=1249,0,
1253,21St,SE,342,0,San Jacinto,,1253,002031 San Jacinto & 21St,30.283104,-97.73391,2031 San Jacinto/21st,N,,https://www.capmetro.org/stopdetail/index.php?stop=1253,0,
1256,Dean Keeton,SE,343,0,San Jacinto,,1256,002525 San Jacinto & Dean Keeton,30.288776,-97.734397,2525 San Jacinto/Dean Keeton,N,,https://www.capmetro.org/stopdetail/index.php?stop=1256,0,
1257,Bellevue,NE,29,0,Duval,,1257,003001 Duval & Bellevue,30.292127,-97.733917,Duval/Bellevue,F,,https://www.capmetro.org/stopdetail/index.php?stop=1257,0,
1258,32Nd,SE,28,0,Duval,,1258,003108 Duval & 32Nd,30.293384,-97.733108,Duval/32nd,M,,https://www.capmetro.org/stopdetail/index.php?stop=1258,0,
1259,Harris,SE,27,0,Duval,,1259,003305 Duval & Harris,30.29591,-97.73149,Duval/Harris,N,,https://www.capmetro.org/stopdetail/index.php?stop=1259,0,
1260,38Th,SE,28,0,Duval,,1260,003717 Duval & 38Th,30.298515,-97.729831,3717 Duval/38th,N,,https://www.capmetro.org/stopdetail/index.php?stop=1260,0,
1261,41St,SE,27,0,Duval,,1261,004017 Duval & 41St,30.30214,-97.727604,4017 Duval/41st,N,,https://www.capmetro.org/stopdetail/index.php?stop=1261,0,
