route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
11,2024_08_12-DX-MVS-Weekday-001,1561609,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561668,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561610,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561669,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561611,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561670,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561612,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561671,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561613,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561672,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561614,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561673,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561615,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561674,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561616,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561675,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561617,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561676,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561618,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561677,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561619,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561678,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561620,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561679,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561621,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561680,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561622,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561702,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561623,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561703,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561624,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561681,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561625,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561682,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561626,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561683,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561627,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561684,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561628,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561704,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561629,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561685,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561630,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561686,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561631,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561687,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561632,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561688,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561633,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561689,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561634,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561690,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561635,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561691,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561636,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561692,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561637,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561693,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561638,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561694,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561639,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561695,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561640,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561696,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561641,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561697,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561642,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561698,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561643,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561699,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561644,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561700,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561645,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561701,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561646,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561705,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561647,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561716,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561648,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561715,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561649,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561706,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561650,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561707,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561651,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561708,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561652,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561709,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561653,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561710,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561654,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561711,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561655,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561712,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561656,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561713,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2024_08_12-DX-MVS-Weekday-001,1561657,"Bay Fair",1,,011B_shp,,0,0
12,2024_08_12-DX-MVS-Weekday-001,1561658,"Dublin/Pleasanton",0,,012B_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679816,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679817,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679818,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679819,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679820,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679821,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679822,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679823,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679824,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679825,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679826,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679827,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679828,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679829,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679830,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679831,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679832,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679833,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679834,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679835,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679836,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679837,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679838,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679839,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679840,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679841,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679842,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679843,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679844,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679845,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679846,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679847,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679848,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679849,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679850,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679851,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679852,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679853,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679854,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679855,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679856,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679857,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679858,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679859,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679860,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679861,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679862,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679863,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679864,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679865,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679866,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679867,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679868,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679869,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679870,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679871,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679872,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679873,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679874,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679875,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679876,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679877,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679878,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679879,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679880,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679881,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679882,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679883,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679884,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679885,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679886,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679887,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679888,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679889,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679890,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679891,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679892,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679893,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679894,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679895,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679896,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679897,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679898,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679899,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679900,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679901,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679902,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679903,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679904,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679905,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679906,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
19,2024_08_12-DX19-Weekday-002,1679907,"Service between Oakland Airport & Coliseum",0,,019_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680255,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680256,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680257,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680258,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680259,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680260,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680261,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680262,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680263,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680264,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680265,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680266,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680267,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680268,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680269,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680270,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680271,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680272,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680273,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680274,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680275,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680276,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680277,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680278,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680279,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680280,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680281,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680282,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680283,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680284,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680285,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680286,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680287,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680288,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680289,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680290,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680291,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680292,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680293,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680294,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680295,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680296,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680297,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680298,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680299,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680300,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680301,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680302,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680303,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680304,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680305,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680306,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680307,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680308,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680309,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680310,"Coliseum to Oakland Airport",1,,020_shp,,0,0
20,2024_08_12-DX20-Weekday-002,1680311,"Coliseum to Oakland Airport",1,,020_shp,,0,0
