fare_id,price,currency_type,payment_method,transfers,transfer_duration
1068,3.85,USD,1,,
1069,2.30,USD,1,,
1070,2.30,USD,1,,
1071,2.30,USD,1,,
1072,6.75,USD,1,,
1073,2.30,USD,1,,
1074,3.90,USD,1,,
1075,5.30,USD,1,,
1076,7.85,USD,1,,
1077,7.25,USD,1,,
1078,7.35,USD,1,,
1079,7.05,USD,1,,
1080,6.55,USD,1,,
1081,6.35,USD,1,,
1082,5.95,USD,1,,
1083,5.50,USD,1,,
1084,4.90,USD,1,,
1085,4.90,USD,1,,
1086,6.85,USD,1,,
1087,6.85,USD,1,,
1088,6.85,USD,1,,
1089,6.85,USD,1,,
1090,6.90,USD,1,,
1091,7.00,USD,1,,
1092,7.15,USD,1,,
1093,7.25,USD,1,,
1094,7.40,USD,1,,
1095,11.35,USD,1,,
1096,2.30,USD,1,,
1097,4.15,USD,1,,
1098,4.45,USD,1,,
1099,8.05,USD,1,,
1100,8.80,USD,1,,
1101,7.95,USD,1,,
1102,8.25,USD,1,,
1103,13.70,USD,1,,
1104,8.65,USD,1,,
1105,5.50,USD,1,,
1106,6.25,USD,1,,
1107,6.05,USD,1,,
1108,5.85,USD,1,,
1109,5.60,USD,1,,
1110,5.55,USD,1,,
1111,5.45,USD,1,,
1112,5.30,USD,1,,
1113,5.20,USD,1,,
1114,5.20,USD,1,,
1115,5.20,USD,1,,
1116,4.90,USD,1,,
1117,4.65,USD,1,,
1118,4.35,USD,1,,
1119,2.30,USD,1,,
1120,2.30,USD,1,,
1121,2.30,USD,1,,
1122,2.30,USD,1,,
1123,6.75,USD,1,,
1124,4.40,USD,1,,
1125,5.65,USD,1,,
1126,8.25,USD,1,,
1127,7.65,USD,1,,
1128,7.75,USD,1,,
1129,7.45,USD,1,,
1130,6.95,USD,1,,
1131,6.75,USD,1,,
1132,6.35,USD,1,,
1133,5.90,USD,1,,
1134,5.30,USD,1,,
1135,5.30,USD,1,,
1136,7.25,USD,1,,
1137,7.25,USD,1,,
1138,7.25,USD,1,,
1139,7.25,USD,1,,
1140,7.30,USD,1,,
1141,7.40,USD,1,,
1142,7.55,USD,1,,
1143,7.65,USD,1,,
1144,7.80,USD,1,,
1145,11.75,USD,1,,
1146,2.30,USD,1,,
1147,3.60,USD,1,,
1148,4.05,USD,1,,
1149,8.45,USD,1,,
1150,9.20,USD,1,,
1151,6.65,USD,1,,
1152,6.95,USD,1,,
1153,12.40,USD,1,,
1154,7.35,USD,1,,
1155,2.30,USD,1,,
1156,4.95,USD,1,,
1157,4.70,USD,1,,
1158,4.50,USD,1,,
1159,4.30,USD,1,,
1160,4.25,USD,1,,
1161,4.15,USD,1,,
1162,4.00,USD,1,,
1163,3.90,USD,1,,
1164,3.90,USD,1,,
1165,3.90,USD,1,,
1166,3.35,USD,1,,
1167,3.00,USD,1,,
1168,2.30,USD,1,,
1169,2.30,USD,1,,
1170,2.30,USD,1,,
1171,3.10,USD,1,,
1172,3.90,USD,1,,
1173,4.40,USD,1,,
1174,6.75,USD,1,,
1175,2.30,USD,1,,
1176,6.95,USD,1,,
1177,6.35,USD,1,,
1178,6.45,USD,1,,
1179,6.10,USD,1,,
1180,5.65,USD,1,,
1181,5.45,USD,1,,
1182,5.05,USD,1,,
1183,4.60,USD,1,,
1184,4.00,USD,1,,
1185,4.00,USD,1,,
1186,5.90,USD,1,,
1187,5.90,USD,1,,
1188,5.90,USD,1,,
1189,5.90,USD,1,,
1190,6.00,USD,1,,
1191,6.05,USD,1,,
1192,6.25,USD,1,,
1193,6.30,USD,1,,
1194,6.45,USD,1,,
1195,10.10,USD,1,,
1196,4.90,USD,1,,
1197,5.75,USD,1,,
1198,6.00,USD,1,,
1199,7.15,USD,1,,
1200,7.90,USD,1,,
1201,7.95,USD,1,,
1202,8.25,USD,1,,
1203,13.70,USD,1,,
1204,8.65,USD,1,,
1205,2.30,USD,1,,
1206,6.25,USD,1,,
1207,6.00,USD,1,,
1208,5.80,USD,1,,
1209,5.60,USD,1,,
1210,5.55,USD,1,,
1211,5.45,USD,1,,
1212,5.30,USD,1,,
1213,5.20,USD,1,,
1214,5.20,USD,1,,
1215,5.20,USD,1,,
1216,4.85,USD,1,,
1217,4.65,USD,1,,
1218,4.30,USD,1,,
1219,2.30,USD,1,,
1220,4.35,USD,1,,
1221,4.70,USD,1,,
1222,5.30,USD,1,,
1223,5.65,USD,1,,
1224,2.30,USD,1,,
1225,6.75,USD,1,,
1226,8.25,USD,1,,
1227,7.65,USD,1,,
1228,7.75,USD,1,,
1229,7.40,USD,1,,
1230,6.90,USD,1,,
1231,6.75,USD,1,,
1232,6.35,USD,1,,
1233,5.90,USD,1,,
1234,5.30,USD,1,,
1235,5.30,USD,1,,
1236,7.20,USD,1,,
1237,7.20,USD,1,,
1238,7.20,USD,1,,
1239,7.20,USD,1,,
1240,7.30,USD,1,,
1241,7.35,USD,1,,
1242,7.55,USD,1,,
1243,7.60,USD,1,,
1244,7.75,USD,1,,
1245,11.75,USD,1,,
1246,6.20,USD,1,,
1247,7.00,USD,1,,
1248,7.30,USD,1,,
1249,8.45,USD,1,,
1250,9.15,USD,1,,
1251,8.45,USD,1,,
1252,8.75,USD,1,,
1253,14.15,USD,1,,
1254,9.10,USD,1,,
1255,8.05,USD,1,,
1256,6.30,USD,1,,
1257,6.10,USD,1,,
1258,5.90,USD,1,,
1259,5.65,USD,1,,
1260,5.60,USD,1,,
1261,5.55,USD,1,,
1262,5.55,USD,1,,
1263,5.60,USD,1,,
1264,5.60,USD,1,,
1265,5.60,USD,1,,
1266,5.80,USD,1,,
1267,6.00,USD,1,,
1268,6.35,USD,1,,
1269,6.60,USD,1,,
1270,6.95,USD,1,,
1271,7.30,USD,1,,
1272,7.85,USD,1,,
1273,8.25,USD,1,,
1274,6.95,USD,1,,
1275,8.25,USD,1,,
1276,6.75,USD,1,,
1277,2.30,USD,1,,
1278,8.20,USD,1,,
1279,2.30,USD,1,,
1280,2.30,USD,1,,
1281,2.30,USD,1,,
1282,4.30,USD,1,,
1283,4.75,USD,1,,
1284,5.40,USD,1,,
1285,5.75,USD,1,,
1286,7.70,USD,1,,
1287,7.70,USD,1,,
1288,7.70,USD,1,,
1289,7.70,USD,1,,
1290,7.75,USD,1,,
1291,7.85,USD,1,,
1292,8.00,USD,1,,
1293,8.10,USD,1,,
1294,8.25,USD,1,,
1295,13.10,USD,1,,
1296,8.75,USD,1,,
1297,9.60,USD,1,,
1298,9.90,USD,1,,
1299,2.30,USD,1,,
1300,2.30,USD,1,,
1301,7.80,USD,1,,
1302,8.10,USD,1,,
1303,13.55,USD,1,,
1304,8.50,USD,1,,
1305,7.45,USD,1,,
1306,5.70,USD,1,,
1307,5.50,USD,1,,
1308,5.30,USD,1,,
1309,5.05,USD,1,,
1310,5.00,USD,1,,
1311,4.95,USD,1,,
1312,4.95,USD,1,,
1313,5.00,USD,1,,
1314,5.00,USD,1,,
1315,5.00,USD,1,,
1316,5.15,USD,1,,
1317,5.40,USD,1,,
1318,5.75,USD,1,,
1319,6.00,USD,1,,
1320,6.35,USD,1,,
1321,6.70,USD,1,,
1322,7.25,USD,1,,
1323,7.65,USD,1,,
1324,6.35,USD,1,,
1325,7.65,USD,1,,
1326,2.30,USD,1,,
1327,6.75,USD,1,,
1328,7.60,USD,1,,
1329,2.30,USD,1,,
1330,2.30,USD,1,,
1331,2.30,USD,1,,
1332,3.55,USD,1,,
1333,4.15,USD,1,,
1334,4.80,USD,1,,
1335,5.15,USD,1,,
1336,7.10,USD,1,,
1337,7.10,USD,1,,
1338,7.10,USD,1,,
1339,7.10,USD,1,,
1340,7.15,USD,1,,
1341,7.25,USD,1,,
1342,7.40,USD,1,,
1343,7.50,USD,1,,
1344,7.65,USD,1,,
1345,12.50,USD,1,,
1346,8.15,USD,1,,
1347,9.00,USD,1,,
1348,9.30,USD,1,,
1349,2.30,USD,1,,
1350,3.95,USD,1,,
1351,3.80,USD,1,,
1352,3.80,USD,1,,
1353,9.40,USD,1,,
1354,4.40,USD,1,,
1355,7.55,USD,1,,
1356,6.00,USD,1,,
1357,5.75,USD,1,,
1358,5.60,USD,1,,
1359,5.35,USD,1,,
1360,5.30,USD,1,,
1361,5.20,USD,1,,
1362,5.05,USD,1,,
1363,4.95,USD,1,,
1364,4.95,USD,1,,
1365,4.95,USD,1,,
1366,5.25,USD,1,,
1367,5.50,USD,1,,
1368,5.85,USD,1,,
1369,6.10,USD,1,,
1370,6.45,USD,1,,
1371,6.80,USD,1,,
1372,7.35,USD,1,,
1373,7.75,USD,1,,
1374,6.45,USD,1,,
1375,7.75,USD,1,,
1376,8.20,USD,1,,
1377,7.60,USD,1,,
1378,6.75,USD,1,,
1379,7.35,USD,1,,
1380,6.90,USD,1,,
1381,6.70,USD,1,,
1382,6.30,USD,1,,
1383,5.85,USD,1,,
1384,5.20,USD,1,,
1385,4.85,USD,1,,
1386,4.25,USD,1,,
1387,4.25,USD,1,,
1388,4.25,USD,1,,
1389,4.25,USD,1,,
1390,4.05,USD,1,,
1391,3.95,USD,1,,
1392,3.80,USD,1,,
1393,3.80,USD,1,,
1394,3.80,USD,1,,
1395,12.55,USD,1,,
1396,8.25,USD,1,,
1397,9.10,USD,1,,
1398,9.40,USD,1,,
1399,8.40,USD,1,,
1400,9.15,USD,1,,
1401,7.60,USD,1,,
1402,7.90,USD,1,,
1403,13.35,USD,1,,
1404,8.30,USD,1,,
1405,7.20,USD,1,,
1406,5.50,USD,1,,
1407,5.25,USD,1,,
1408,5.05,USD,1,,
1409,4.85,USD,1,,
1410,4.75,USD,1,,
1411,4.75,USD,1,,
1412,4.75,USD,1,,
1413,4.75,USD,1,,
1414,4.75,USD,1,,
1415,4.75,USD,1,,
1416,4.95,USD,1,,
1417,5.15,USD,1,,
1418,5.50,USD,1,,
1419,5.80,USD,1,,
1420,6.10,USD,1,,
1421,6.45,USD,1,,
1422,7.05,USD,1,,
1423,7.45,USD,1,,
1424,6.10,USD,1,,
1425,7.40,USD,1,,
1426,2.30,USD,1,,
1427,2.30,USD,1,,
1428,7.35,USD,1,,
1429,6.75,USD,1,,
1430,2.30,USD,1,,
1431,2.30,USD,1,,
1432,2.30,USD,1,,
1433,2.30,USD,1,,
1434,4.55,USD,1,,
1435,4.90,USD,1,,
1436,6.85,USD,1,,
1437,6.85,USD,1,,
1438,6.85,USD,1,,
1439,6.85,USD,1,,
1440,6.95,USD,1,,
1441,7.00,USD,1,,
1442,7.15,USD,1,,
1443,7.25,USD,1,,
1444,7.40,USD,1,,
1445,12.25,USD,1,,
1446,7.95,USD,1,,
1447,8.75,USD,1,,
1448,9.05,USD,1,,
1449,2.30,USD,1,,
1450,4.15,USD,1,,
1451,7.10,USD,1,,
1452,7.40,USD,1,,
1453,12.85,USD,1,,
1454,7.80,USD,1,,
1455,6.75,USD,1,,
1456,5.00,USD,1,,
1457,4.75,USD,1,,
1458,4.60,USD,1,,
1459,4.35,USD,1,,
1460,4.30,USD,1,,
1461,4.25,USD,1,,
1462,4.25,USD,1,,
1463,4.30,USD,1,,
1464,4.30,USD,1,,
1465,4.30,USD,1,,
1466,4.45,USD,1,,
1467,4.70,USD,1,,
1468,5.05,USD,1,,
1469,5.30,USD,1,,
1470,5.65,USD,1,,
1471,6.00,USD,1,,
1472,6.55,USD,1,,
1473,6.95,USD,1,,
1474,5.65,USD,1,,
1475,6.90,USD,1,,
1476,2.30,USD,1,,
1477,2.30,USD,1,,
1478,6.90,USD,1,,
1479,2.30,USD,1,,
1480,6.75,USD,1,,
1481,2.30,USD,1,,
1482,2.30,USD,1,,
1483,2.30,USD,1,,
1484,4.05,USD,1,,
1485,4.45,USD,1,,
1486,6.40,USD,1,,
1487,6.40,USD,1,,
1488,6.40,USD,1,,
1489,6.40,USD,1,,
1490,6.45,USD,1,,
1491,6.50,USD,1,,
1492,6.70,USD,1,,
1493,6.75,USD,1,,
1494,6.90,USD,1,,
1495,11.75,USD,1,,
1496,7.45,USD,1,,
1497,8.30,USD,1,,
1498,8.60,USD,1,,
1499,3.90,USD,1,,
1500,4.65,USD,1,,
1501,6.95,USD,1,,
1502,7.25,USD,1,,
1503,12.70,USD,1,,
1504,7.60,USD,1,,
1505,6.55,USD,1,,
1506,4.80,USD,1,,
1507,4.60,USD,1,,
1508,4.40,USD,1,,
1509,4.20,USD,1,,
1510,4.10,USD,1,,
1511,4.05,USD,1,,
1512,4.05,USD,1,,
1513,4.10,USD,1,,
1514,4.10,USD,1,,
1515,4.10,USD,1,,
1516,4.30,USD,1,,
1517,4.50,USD,1,,
1518,4.85,USD,1,,
1519,5.15,USD,1,,
1520,5.45,USD,1,,
1521,5.80,USD,1,,
1522,6.35,USD,1,,
1523,6.75,USD,1,,
1524,5.45,USD,1,,
1525,6.75,USD,1,,
1526,2.30,USD,1,,
1527,2.30,USD,1,,
1528,6.70,USD,1,,
1529,2.30,USD,1,,
1530,2.30,USD,1,,
1531,6.75,USD,1,,
1532,2.30,USD,1,,
1533,2.30,USD,1,,
1534,3.80,USD,1,,
1535,4.25,USD,1,,
1536,6.20,USD,1,,
1537,6.20,USD,1,,
1538,6.20,USD,1,,
1539,6.20,USD,1,,
1540,6.30,USD,1,,
1541,6.35,USD,1,,
1542,6.50,USD,1,,
1543,6.60,USD,1,,
1544,6.75,USD,1,,
1545,11.60,USD,1,,
1546,7.30,USD,1,,
1547,8.10,USD,1,,
1548,8.40,USD,1,,
1549,4.10,USD,1,,
1550,4.85,USD,1,,
1551,6.50,USD,1,,
1552,6.80,USD,1,,
1553,12.25,USD,1,,
1554,7.20,USD,1,,
1555,6.15,USD,1,,
1556,4.40,USD,1,,
1557,4.20,USD,1,,
1558,4.00,USD,1,,
1559,3.75,USD,1,,
1560,3.65,USD,1,,
1561,3.45,USD,1,,
1562,3.40,USD,1,,
1563,3.55,USD,1,,
1564,3.55,USD,1,,
1565,3.55,USD,1,,
1566,3.85,USD,1,,
1567,4.10,USD,1,,
1568,4.45,USD,1,,
1569,4.70,USD,1,,
1570,5.05,USD,1,,
1571,5.40,USD,1,,
1572,5.95,USD,1,,
1573,6.35,USD,1,,
1574,5.05,USD,1,,
1575,6.35,USD,1,,
1576,4.30,USD,1,,
1577,3.55,USD,1,,
1578,6.30,USD,1,,
1579,2.30,USD,1,,
1580,2.30,USD,1,,
1581,2.30,USD,1,,
1582,6.75,USD,1,,
1583,2.30,USD,1,,
1584,3.15,USD,1,,
1585,3.85,USD,1,,
1586,5.80,USD,1,,
1587,5.80,USD,1,,
1588,5.80,USD,1,,
1589,5.80,USD,1,,
1590,5.85,USD,1,,
1591,5.90,USD,1,,
1592,6.10,USD,1,,
1593,6.15,USD,1,,
1594,6.30,USD,1,,
1595,11.15,USD,1,,
1596,6.85,USD,1,,
1597,7.70,USD,1,,
1598,8.00,USD,1,,
1599,4.50,USD,1,,
1600,5.25,USD,1,,
1601,6.05,USD,1,,
1602,6.35,USD,1,,
1603,11.80,USD,1,,
1604,6.75,USD,1,,
1605,5.70,USD,1,,
1606,3.95,USD,1,,
1607,3.75,USD,1,,
1608,3.45,USD,1,,
1609,3.05,USD,1,,
1610,2.90,USD,1,,
1611,2.75,USD,1,,
1612,2.30,USD,1,,
1613,2.85,USD,1,,
1614,2.85,USD,1,,
1615,2.85,USD,1,,
1616,3.25,USD,1,,
1617,3.65,USD,1,,
1618,4.00,USD,1,,
1619,4.25,USD,1,,
1620,4.60,USD,1,,
1621,4.95,USD,1,,
1622,5.50,USD,1,,
1623,5.90,USD,1,,
1624,4.60,USD,1,,
1625,5.90,USD,1,,
1626,4.75,USD,1,,
1627,4.15,USD,1,,
1628,5.85,USD,1,,
1629,2.30,USD,1,,
1630,2.30,USD,1,,
1631,2.30,USD,1,,
1632,2.30,USD,1,,
1633,6.75,USD,1,,
1634,2.30,USD,1,,
1635,3.10,USD,1,,
1636,5.35,USD,1,,
1637,5.35,USD,1,,
1638,5.35,USD,1,,
1639,5.35,USD,1,,
1640,5.40,USD,1,,
1641,5.50,USD,1,,
1642,5.65,USD,1,,
1643,5.75,USD,1,,
1644,5.90,USD,1,,
1645,10.70,USD,1,,
1646,6.40,USD,1,,
1647,7.25,USD,1,,
1648,7.55,USD,1,,
1649,4.95,USD,1,,
1650,5.70,USD,1,,
1651,5.45,USD,1,,
1652,5.75,USD,1,,
1653,11.15,USD,1,,
1654,6.10,USD,1,,
1655,5.10,USD,1,,
1656,3.20,USD,1,,
1657,2.80,USD,1,,
1658,2.50,USD,1,,
1659,2.30,USD,1,,
1660,2.30,USD,1,,
1661,2.30,USD,1,,
1662,2.30,USD,1,,
1663,2.30,USD,1,,
1664,2.30,USD,1,,
1665,2.30,USD,1,,
1666,2.30,USD,1,,
1667,2.70,USD,1,,
1668,3.20,USD,1,,
1669,3.60,USD,1,,
1670,4.00,USD,1,,
1671,4.35,USD,1,,
1672,4.90,USD,1,,
1673,5.30,USD,1,,
1674,4.00,USD,1,,
1675,5.30,USD,1,,
1676,5.40,USD,1,,
1677,4.80,USD,1,,
1678,5.20,USD,1,,
1679,4.55,USD,1,,
1680,4.05,USD,1,,
1681,3.80,USD,1,,
1682,3.15,USD,1,,
1683,2.30,USD,1,,
1684,6.75,USD,1,,
1685,2.30,USD,1,,
1686,4.55,USD,1,,
1687,4.55,USD,1,,
1688,4.55,USD,1,,
1689,4.55,USD,1,,
1690,4.75,USD,1,,
1691,4.85,USD,1,,
1692,5.00,USD,1,,
1693,5.10,USD,1,,
1694,5.25,USD,1,,
1695,9.75,USD,1,,
1696,5.80,USD,1,,
1697,6.65,USD,1,,
1698,6.95,USD,1,,
1699,5.60,USD,1,,
1700,6.35,USD,1,,
1701,5.05,USD,1,,
1702,5.35,USD,1,,
1703,10.80,USD,1,,
1704,5.75,USD,1,,
1705,5.10,USD,1,,
1706,3.60,USD,1,,
1707,3.20,USD,1,,
1708,2.90,USD,1,,
1709,2.50,USD,1,,
1710,2.35,USD,1,,
1711,2.30,USD,1,,
1712,2.30,USD,1,,
1713,2.30,USD,1,,
1714,2.30,USD,1,,
1715,2.30,USD,1,,
1716,2.30,USD,1,,
1717,2.55,USD,1,,
1718,3.10,USD,1,,
1719,3.55,USD,1,,
1720,4.00,USD,1,,
1721,4.35,USD,1,,
1722,4.90,USD,1,,
1723,5.30,USD,1,,
1724,4.00,USD,1,,
1725,5.30,USD,1,,
1726,5.75,USD,1,,
1727,5.15,USD,1,,
1728,4.85,USD,1,,
1729,4.90,USD,1,,
1730,4.45,USD,1,,
1731,4.25,USD,1,,
1732,3.85,USD,1,,
1733,3.10,USD,1,,
1734,2.30,USD,1,,
1735,6.75,USD,1,,
1736,3.75,USD,1,,
1737,3.75,USD,1,,
1738,3.75,USD,1,,
1739,3.75,USD,1,,
1740,4.05,USD,1,,
1741,4.15,USD,1,,
1742,4.45,USD,1,,
1743,4.65,USD,1,,
1744,4.90,USD,1,,
1745,9.65,USD,1,,
1746,5.80,USD,1,,
1747,6.65,USD,1,,
1748,6.95,USD,1,,
1749,5.95,USD,1,,
1750,6.70,USD,1,,
1751,4.60,USD,1,,
1752,5.05,USD,1,,
1753,10.55,USD,1,,
1754,5.50,USD,1,,
1755,7.00,USD,1,,
1756,5.50,USD,1,,
1757,5.25,USD,1,,
1758,5.05,USD,1,,
1759,4.85,USD,1,,
1760,4.75,USD,1,,
1761,4.55,USD,1,,
1762,4.30,USD,1,,
1763,4.05,USD,1,,
1764,4.05,USD,1,,
1765,4.05,USD,1,,
1766,4.55,USD,1,,
1767,4.95,USD,1,,
1768,5.30,USD,1,,
1769,5.60,USD,1,,
1770,5.90,USD,1,,
1771,6.25,USD,1,,
1772,6.85,USD,1,,
1773,7.25,USD,1,,
1774,5.90,USD,1,,
1775,7.20,USD,1,,
1776,7.70,USD,1,,
1777,7.10,USD,1,,
1778,4.25,USD,1,,
1779,6.85,USD,1,,
1780,6.40,USD,1,,
1781,6.20,USD,1,,
1782,5.80,USD,1,,
1783,5.35,USD,1,,
1784,4.55,USD,1,,
1785,3.75,USD,1,,
1786,6.75,USD,1,,
1787,2.30,USD,1,,
1788,2.30,USD,1,,
1789,2.30,USD,1,,
1790,2.30,USD,1,,
1791,2.30,USD,1,,
1792,2.30,USD,1,,
1793,2.30,USD,1,,
1794,3.85,USD,1,,
1795,12.00,USD,1,,
1796,7.75,USD,1,,
1797,8.60,USD,1,,
1798,8.85,USD,1,,
1799,7.85,USD,1,,
1800,8.60,USD,1,,
1801,4.60,USD,1,,
1802,5.05,USD,1,,
1803,10.55,USD,1,,
1804,5.50,USD,1,,
1805,7.00,USD,1,,
1806,5.50,USD,1,,
1807,5.25,USD,1,,
1808,5.05,USD,1,,
1809,4.85,USD,1,,
1810,4.75,USD,1,,
1811,4.55,USD,1,,
1812,4.30,USD,1,,
1813,4.05,USD,1,,
1814,4.05,USD,1,,
1815,4.05,USD,1,,
1816,4.55,USD,1,,
1817,4.95,USD,1,,
1818,5.30,USD,1,,
1819,5.60,USD,1,,
1820,5.90,USD,1,,
1821,6.25,USD,1,,
1822,6.85,USD,1,,
1823,7.25,USD,1,,
1824,5.90,USD,1,,
1825,7.20,USD,1,,
1826,7.70,USD,1,,
1827,7.10,USD,1,,
1828,4.25,USD,1,,
1829,6.85,USD,1,,
1830,6.40,USD,1,,
1831,6.20,USD,1,,
1832,5.80,USD,1,,
1833,5.35,USD,1,,
1834,4.55,USD,1,,
1835,3.75,USD,1,,
1836,2.30,USD,1,,
1837,6.75,USD,1,,
1838,2.30,USD,1,,
1839,2.30,USD,1,,
1840,2.30,USD,1,,
1841,2.30,USD,1,,
1842,2.30,USD,1,,
1843,2.30,USD,1,,
1844,3.85,USD,1,,
1845,12.00,USD,1,,
1846,7.75,USD,1,,
1847,8.60,USD,1,,
1848,8.85,USD,1,,
1849,7.85,USD,1,,
1850,8.60,USD,1,,
1851,4.60,USD,1,,
1852,5.05,USD,1,,
1853,10.55,USD,1,,
1854,5.50,USD,1,,
1855,7.00,USD,1,,
1856,5.50,USD,1,,
1857,5.25,USD,1,,
1858,5.05,USD,1,,
1859,4.85,USD,1,,
1860,4.75,USD,1,,
1861,4.55,USD,1,,
1862,4.30,USD,1,,
1863,4.05,USD,1,,
1864,4.05,USD,1,,
1865,4.05,USD,1,,
1866,4.55,USD,1,,
1867,4.95,USD,1,,
1868,5.30,USD,1,,
1869,5.60,USD,1,,
1870,5.90,USD,1,,
1871,6.25,USD,1,,
1872,6.85,USD,1,,
1873,7.25,USD,1,,
1874,5.90,USD,1,,
1875,7.20,USD,1,,
1876,7.70,USD,1,,
1877,7.10,USD,1,,
1878,4.25,USD,1,,
1879,6.85,USD,1,,
1880,6.40,USD,1,,
1881,6.20,USD,1,,
1882,5.80,USD,1,,
1883,5.35,USD,1,,
1884,4.55,USD,1,,
1885,3.75,USD,1,,
1886,2.30,USD,1,,
1887,2.30,USD,1,,
1888,6.75,USD,1,,
1889,2.30,USD,1,,
1890,2.30,USD,1,,
1891,2.30,USD,1,,
1892,2.30,USD,1,,
1893,2.30,USD,1,,
1894,3.85,USD,1,,
1895,12.00,USD,1,,
1896,7.75,USD,1,,
1897,8.60,USD,1,,
1898,8.85,USD,1,,
1899,7.85,USD,1,,
1900,8.60,USD,1,,
1901,4.60,USD,1,,
1902,5.05,USD,1,,
1903,10.55,USD,1,,
1904,5.50,USD,1,,
1905,7.00,USD,1,,
1906,5.50,USD,1,,
1907,5.25,USD,1,,
1908,5.05,USD,1,,
1909,4.85,USD,1,,
1910,4.75,USD,1,,
1911,4.55,USD,1,,
1912,4.30,USD,1,,
1913,4.05,USD,1,,
1914,4.05,USD,1,,
1915,4.05,USD,1,,
1916,4.55,USD,1,,
1917,4.95,USD,1,,
1918,5.30,USD,1,,
1919,5.60,USD,1,,
1920,5.90,USD,1,,
1921,6.25,USD,1,,
1922,6.85,USD,1,,
1923,7.25,USD,1,,
1924,5.90,USD,1,,
1925,7.20,USD,1,,
1926,7.70,USD,1,,
1927,7.10,USD,1,,
1928,4.25,USD,1,,
1929,6.85,USD,1,,
1930,6.40,USD,1,,
1931,6.20,USD,1,,
1932,5.80,USD,1,,
1933,5.35,USD,1,,
1934,4.55,USD,1,,
1935,3.75,USD,1,,
1936,2.30,USD,1,,
1937,2.30,USD,1,,
1938,2.30,USD,1,,
1939,6.75,USD,1,,
1940,2.30,USD,1,,
1941,2.30,USD,1,,
1942,2.30,USD,1,,
1943,2.30,USD,1,,
1944,3.85,USD,1,,
1945,12.00,USD,1,,
1946,7.75,USD,1,,
1947,8.60,USD,1,,
1948,8.85,USD,1,,
1949,7.85,USD,1,,
1950,8.60,USD,1,,
1951,4.40,USD,1,,
1952,4.85,USD,1,,
1953,10.45,USD,1,,
1954,5.40,USD,1,,
1955,7.10,USD,1,,
1956,5.60,USD,1,,
1957,5.35,USD,1,,
1958,5.15,USD,1,,
1959,4.95,USD,1,,
1960,4.85,USD,1,,
1961,4.75,USD,1,,
1962,4.50,USD,1,,
1963,4.25,USD,1,,
1964,4.25,USD,1,,
1965,4.25,USD,1,,
1966,4.75,USD,1,,
1967,5.05,USD,1,,
1968,5.40,USD,1,,
1969,5.65,USD,1,,
1970,6.00,USD,1,,
1971,6.35,USD,1,,
1972,6.90,USD,1,,
1973,7.30,USD,1,,
1974,6.00,USD,1,,
1975,7.30,USD,1,,
1976,7.75,USD,1,,
1977,7.15,USD,1,,
1978,4.05,USD,1,,
1979,6.95,USD,1,,
1980,6.45,USD,1,,
1981,6.30,USD,1,,
1982,5.85,USD,1,,
1983,5.40,USD,1,,
1984,4.75,USD,1,,
1985,4.05,USD,1,,
1986,2.30,USD,1,,
1987,2.30,USD,1,,
1988,2.30,USD,1,,
1989,2.30,USD,1,,
1990,6.75,USD,1,,
1991,2.30,USD,1,,
1992,2.30,USD,1,,
1993,2.30,USD,1,,
1994,3.60,USD,1,,
1995,12.15,USD,1,,
1996,7.80,USD,1,,
1997,8.65,USD,1,,
1998,8.95,USD,1,,
1999,7.95,USD,1,,
2000,8.70,USD,1,,
2001,4.30,USD,1,,
2002,4.75,USD,1,,
2003,10.35,USD,1,,
2004,5.35,USD,1,,
2005,7.15,USD,1,,
2006,5.65,USD,1,,
2007,5.40,USD,1,,
2008,5.20,USD,1,,
2009,5.00,USD,1,,
2010,4.90,USD,1,,
2011,4.80,USD,1,,
2012,4.60,USD,1,,
2013,4.40,USD,1,,
2014,4.40,USD,1,,
2015,4.40,USD,1,,
2016,4.90,USD,1,,
2017,5.10,USD,1,,
2018,5.45,USD,1,,
2019,5.75,USD,1,,
2020,6.05,USD,1,,
2021,6.40,USD,1,,
2022,7.00,USD,1,,
2023,7.40,USD,1,,
2024,6.05,USD,1,,
2025,7.35,USD,1,,
2026,7.85,USD,1,,
2027,7.25,USD,1,,
2028,3.95,USD,1,,
2029,7.00,USD,1,,
2030,6.50,USD,1,,
2031,6.35,USD,1,,
2032,5.90,USD,1,,
2033,5.50,USD,1,,
2034,4.85,USD,1,,
2035,4.15,USD,1,,
2036,2.30,USD,1,,
2037,2.30,USD,1,,
2038,2.30,USD,1,,
2039,2.30,USD,1,,
2040,2.30,USD,1,,
2041,6.75,USD,1,,
2042,2.30,USD,1,,
2043,2.30,USD,1,,
2044,3.60,USD,1,,
2045,12.20,USD,1,,
2046,7.90,USD,1,,
2047,8.70,USD,1,,
2048,9.00,USD,1,,
2049,8.00,USD,1,,
2050,8.75,USD,1,,
2051,4.00,USD,1,,
2052,4.45,USD,1,,
2053,10.05,USD,1,,
2054,5.05,USD,1,,
2055,7.35,USD,1,,
2056,5.80,USD,1,,
2057,5.55,USD,1,,
2058,5.40,USD,1,,
2059,5.15,USD,1,,
2060,5.10,USD,1,,
2061,5.00,USD,1,,
2062,4.85,USD,1,,
2063,4.65,USD,1,,
2064,4.65,USD,1,,
2065,4.65,USD,1,,
